Gene	GSM4819286	GSM4819287	GSM4819288	GSM4819289	GSM4819298	GSM4819299	GSM4819300	GSM4819301
EIF3I	2717	2820	2273	2990	2952	3540	2223	2525
MTMR9LP	13	12	11	45	13	9	13	38
FAM167B	1	0	1	4	2	2	1	3
LCK	3618	2581	4077	4991	5458	3448	6065	6012
HDAC1	2299	2131	2311	2874	2743	2243	2736	2628
MARCKSL1	4813	9682	2155	4396	7900	19730	5159	6362
FAM229A	20	23	41	80	23	46	70	60
TSSK3	1	0	3	2	1	2	3	3
BSDC1	2021	1973	2067	2655	2269	2222	2040	2329
ZBTB8B	0	0	0	0	0	0	0	0
ZBTB8A	8	8	7	12	12	10	5	10
ZBTB8OS	377	348	322	449	283	321	267	277
RBBP4	2819	3076	3057	3668	2931	2915	3049	2831
SYNC	11	2	10	29	13	29	25	31
KIAA1522	67	75	45	68	32	56	27	45
YARS1	2448	3565	1641	2394	3407	5643	2004	2308
S100PBP	645	641	720	824	655	640	662	668
FNDC5	1	2	0	3	2	5	2	1
HPCA	1	1	0	2	1	2	0	0
TMEM54	1	1	0	0	1	3	0	0
RNF19B	1921	3460	1184	1866	2261	5429	1835	1991
AK2	1472	1515	1580	2082	1608	1948	1683	1687
AZIN2	62	28	42	55	119	36	63	140
TRIM62	407	406	490	637	476	411	446	518
ZNF362	387	409	419	658	429	338	499	485
A3GALT2	2	1	1	0	0	3	1	0
PHC2	9218	12926	5463	9215	3116	4760	2339	2786
MIR3605	10	11	9	10	2	6	3	4
PHC2-AS1	0	0	0	0	0	0	1	0
ZSCAN20	85	106	102	131	102	95	79	92
CSMD2	0	0	0	0	0	0	0	0
HMGB4	0	0	0	0	0	0	0	0
CSMD2-AS1	0	0	0	0	0	0	0	0
C1orf94	0	0	0	0	0	0	0	0
MIR552	0	0	0	0	0	0	0	0
GJB5	0	0	0	0	0	0	0	0
GJB4	0	0	0	0	0	0	0	0
GJB3	0	0	0	0	0	0	0	0
GJA4	0	1	0	0	0	0	0	0
SMIM12	984	1367	776	1182	915	1221	777	879
DLGAP3	23	62	23	41	32	54	25	53
GPR199P	110	92	138	178	106	98	113	147
TMEM35B	513	431	434	636	563	455	523	563
ZMYM6	853	849	885	1094	893	730	903	890
ZMYM1	296	237	250	359	346	250	298	310
SFPQ	9141	10850	6832	10005	10878	14494	7243	8543
ZMYM4	1047	1234	1072	1273	1016	1101	1017	974
KIAA0319L	995	1099	1082	1327	894	979	968	1048
NCDN	404	451	434	481	724	872	591	588
TFAP2E	11	15	16	21	16	12	23	18
PSMB2	1154	1313	959	1373	1203	1495	1057	1111
C1orf216	333	822	306	395	267	911	234	253
CLSPN	35	25	65	40	51	29	60	39
AGO4	2139	2616	1683	2591	2159	2165	1788	2112
AGO1	1222	1344	1280	1648	1128	991	1369	1218
AGO3	557	664	520	677	655	807	531	615
TEKT2	1	0	0	0	0	4	0	2
ADPRS	573	698	675	914	655	723	620	688
COL8A2	28	87	28	20	31	36	20	41
TRAPPC3	964	1117	912	1287	889	1056	869	1010
MAP7D1	3312	4720	3376	4604	3418	5039	3484	3692
THRAP3	4165	4366	4287	5564	4569	4467	4002	4434
SH3D21	43	51	32	60	92	108	39	73
EVA1B	61	127	52	118	84	135	63	88
STK40	3731	6098	2874	4519	4121	8202	3447	4498
LSM10	634	697	575	810	535	615	592	616
OSCP1	2	5	3	4	6	2	0	4
MRPS15	406	421	475	592	439	390	442	432
CSF3R	3920	6805	2100	3642	2839	6381	1606	2237
GRIK3	0	0	6	4	0	0	4	0
MIR4255	0	0	0	0	0	0	0	0
ZC3H12A-DT	35	55	54	49	44	49	53	46
ZC3H12A	1420	1568	1167	1747	2675	2974	1587	1954
MIR6732	4	10	3	7	8	10	5	4
MEAF6	938	1111	1185	1470	1052	987	1199	1138
MIR5581	2	5	2	4	3	6	7	0
SNIP1	872	764	689	1030	878	832	721	851
DNALI1	0	0	1	1	0	1	1	1
GNL2	949	1170	890	1164	1153	1504	875	997
RSPO1	0	0	0	0	0	0	0	0
AIRIM	285	228	253	338	343	317	262	334
CDCA8	42	40	86	52	39	37	77	36
EPHA10	3	0	3	7	0	0	3	1
MANEAL	58	61	52	52	62	71	32	40
YRDC	399	405	309	489	1066	1043	383	632
C1orf122	365	437	244	490	803	1450	398	648
MTF1	1384	1398	893	1454	2435	3377	1104	1826
INPP5B	902	920	1192	1138	953	1026	1028	882
SF3A3	1824	1767	1798	2515	1896	1944	1818	1940
FHL3	733	1749	466	766	474	1397	406	413
UTP11	593	712	408	500	648	884	452	457
POU3F1	10	13	12	17	14	11	14	15
MIR3659	0	0	0	0	0	0	0	0
LINC01343	0	0	0	0	0	0	0	0
RRAGC	1278	1621	1029	1575	941	1274	832	962
GJA9-MYCBP	0	0	0	0	0	0	0	0
MYCBP	1	1	1	0	2	1	2	0
GJA9	0	0	0	0	0	0	0	0
RHBDL2	0	0	0	0	0	0	0	0
AKIRIN1	2927	2642	2845	4337	3720	3367	2957	3447
NDUFS5	1515	1288	1437	3161	1608	1448	1693	2569
MACF1	2446	2569	2242	2659	2621	2379	2594	2511
BMP8A	139	155	151	176	214	215	162	184
PPIEL	181	134	329	308	192	154	276	236
PABPC4	4340	4458	4655	6643	4013	4561	3707	4574
PABPC4-AS1	7	2	7	12	12	12	17	14
SNORA55	2	7	11	9	6	9	6	9
HEYL	1	6	2	4	1	0	0	3
NT5C1A	2	1	0	0	0	0	1	0
HPCAL4	342	76	322	857	491	127	452	827
PPIE	847	814	1100	1310	861	906	1048	1061
BMP8B	34	35	71	54	40	43	48	59
OXCT2	0	6	4	3	2	2	6	4
LOC101929536	1	0	1	7	1	0	3	3
TRIT1	257	261	248	347	276	277	299	252
MYCL	111	160	115	149	190	97	117	140
MFSD2A	71	48	37	58	327	442	79	141
CAP1	11643	16750	8456	12665	10576	14837	7913	9147
PPT1	6631	4409	3565	4159	6033	3682	3322	2567
RLF	1403	1368	1218	1762	1572	1494	1251	1284
TMCO2	1	0	1	0	0	0	2	0
ZMPSTE24	822	961	734	916	855	869	651	660
COL9A2	179	266	386	480	118	184	274	256
SMAP2	14982	16097	19335	24779	6735	5469	9293	8275
ZFP69B	99	77	114	132	152	119	145	136
ZFP69	111	97	116	141	95	104	102	106
EXO5	304	263	306	376	326	302	274	215
ZNF684	75	70	79	82	101	75	83	74
RIMS3	63	28	60	110	108	25	101	185
NFYC-AS1	44	49	62	69	62	68	56	55
NFYC	1290	1494	1126	1502	1331	1694	1092	1269
MIR30E	0	0	0	0	0	0	0	0
MIR30C1	0	0	0	0	0	0	0	0
KCNQ4	8	6	10	11	11	10	11	8
CITED4	27	31	32	102	25	50	33	52
CTPS1	664	715	669	687	878	1397	638	605
SLFNL1-AS1	16	14	12	24	13	24	15	14
SLFNL1	3	1	0	2	2	2	2	3
SCMH1	210	210	235	288	253	244	273	238
FOXO6	1	0	3	4	3	1	2	1
EDN2	0	0	0	0	0	0	0	0
HIVEP3	664	1211	262	459	1326	3773	630	878
GUCA2B	1	0	0	0	0	0	0	0
GUCA2A	0	0	0	0	0	1	0	0
FOXJ3	1946	1871	1777	2440	2236	2067	2005	2025
RIMKLA	7	13	3	9	6	15	3	6
ZMYND12	5	9	8	4	3	10	6	7
PPCS	866	951	831	1217	824	873	837	887
CCDC30	5	10	14	23	8	9	12	26
PPIH	338	323	392	450	378	274	403	404
YBX1	7630	8757	6105	8552	7767	9907	5909	6672
CLDN19	0	0	0	0	0	0	0	0
P3H1	705	728	769	1023	733	705	695	738
C1orf50	234	211	233	316	212	192	204	252
TMEM269	3	3	1	1	1	1	0	2
SVBP	231	344	199	276	217	277	197	219
ERMAP	229	332	307	305	203	238	263	183
ZNF691	289	335	292	332	243	276	282	250
LOC339539	0	0	0	0	1	0	0	1
SLC2A1	647	755	758	956	856	791	851	892
SLC2A1-DT	1	6	3	1	0	2	3	3
CFAP144	4	0	0	2	1	0	1	0
EBNA1BP2	453	499	395	553	637	856	410	491
MIR6733	0	0	0	1	0	1	1	2
CFAP57	0	0	6	9	0	0	1	1
TMEM125	1	0	2	2	1	1	4	3
C1orf210	0	0	0	0	0	0	0	0
TIE1	14	18	16	15	12	24	30	24
MPL	4	0	1	11	5	4	2	2
CDC20	13	18	36	20	25	10	43	23
ELOVL1	3271	4156	1830	2925	2284	3879	1676	2112
MIR6734	1	1	5	4	0	2	2	3
MED8	1126	1407	799	1230	875	1459	776	869
SZT2	2112	2525	2343	2689	2319	2439	2295	2234
MIR6735	0	0	0	0	0	0	0	0
HYI	79	79	119	249	98	103	140	179
PTPRF	52	11	18	13	92	13	36	21
KDM4A	1264	1337	1058	1290	1138	1288	1011	1027
KDM4A-AS1	5	5	2	5	8	4	2	6
ST3GAL3	114	108	143	212	135	98	143	137
ST3GAL3-AS1	0	0	0	0	0	0	0	0
MIR6079	0	0	0	0	0	0	0	0
ARTN	2	1	3	2	1	3	4	1
IPO13	482	571	589	703	514	522	600	566
DPH2	619	723	717	900	750	1110	805	767
ATP6V0B	3369	4621	2081	3161	3170	5048	2120	2589
B4GALT2	50	63	20	24	42	80	48	30
CCDC24	11	26	29	20	15	29	23	18
SLC6A9	12	5	6	5	7	8	9	5
KLF17	0	0	0	1	0	0	0	3
KLF18	0	0	0	0	0	0	0	0
DMAP1	716	696	837	1081	758	623	845	901
ERI3	295	294	344	449	315	286	351	336
ERI3-IT1	11	1	5	10	5	8	13	6
RNF220	1922	1931	1860	2780	1895	2139	1953	2107
MIR5584	0	0	0	0	0	0	0	0
TMEM53	28	15	20	32	17	14	28	26
ARMH1	317	366	669	1218	330	346	771	934
RNU5F-1	0	0	1	0	1	0	0	0
RNU5D-1	0	0	0	0	0	0	0	0
KIF2C	27	17	76	34	31	32	59	27
RPS8	21635	20127	27155	38232	22594	20700	27810	28174
SNORD55	1	6	11	16	5	7	2	15
SNORD46	7	10	3	9	8	21	9	12
SNORD38A	10	11	12	18	19	26	14	12
SNORD38B	7	13	14	20	16	11	14	15
BEST4	56	40	60	93	59	43	69	75
PLK3	2679	3533	2296	3866	3264	5124	2801	3637
DYNLT4	6	10	8	6	4	20	4	9
BTBD19	365	582	287	449	502	780	357	464
PTCH2	12	10	12	24	14	15	17	16
EIF2B3	163	142	185	233	205	157	222	178
HECTD3	1188	1392	1195	1647	976	1386	1139	1228
UROD	459	544	576	694	468	494	552	644
ZSWIM5	19	53	31	55	31	67	66	59
LINC01144	10	9	13	8	7	11	9	10
HPDL	3	6	8	12	4	7	11	3
MUTYH	452	430	575	776	548	554	592	660
TOE1	500	459	475	614	528	575	449	540
TESK2	147	134	145	197	182	177	157	209
CCDC163	108	153	25	40	124	168	47	39
MMACHC	46	47	71	70	58	45	53	55
PRDX1	2105	2468	1444	2252	2973	4287	1782	2098
AKR1A1	570	833	553	755	580	912	575	644
NASP	1322	987	1573	1842	1531	1134	1565	1616
CCDC17	36	47	58	64	45	58	55	56
GPBP1L1	3319	3687	3086	4308	3468	3597	3040	3451
RPS15AP10	6	4	5	3	1	4	4	5
TMEM69	380	468	455	582	350	445	395	431
IPP	117	107	157	209	176	99	162	182
MAST2	329	392	313	331	384	551	339	365
PIK3R3	73	75	66	70	70	79	44	69
LOC101929626	0	0	0	0	0	0	0	1
TSPAN1	1	0	0	1	2	0	2	4
POMGNT1	395	392	538	740	449	428	550	582
LURAP1	2	0	2	1	2	2	4	1
RAD54L	15	11	21	17	21	10	30	17
LRRC41	1689	1616	1629	2135	1562	1916	1415	1648
UQCRH	1222	1205	1201	1516	1192	1173	1176	1162
NSUN4	583	657	553	909	563	719	531	643
FAAH	121	810	199	279	103	821	174	263
FAAHP1	50	25	32	60	58	24	25	40
LINC01398	0	0	0	0	0	1	0	0
DMBX1	0	0	0	0	0	0	0	0
MKNK1-AS1	1	0	0	1	0	0	3	2
KNCN	0	0	0	0	0	0	0	0
MKNK1	731	970	964	949	637	822	664	661
MOB3C	532	592	575	722	572	740	561	642
ATPAF1	422	414	532	672	513	396	523	526
TEX38	0	0	0	0	0	0	0	0
EFCAB14-AS1	2	0	1	1	5	0	2	2
EFCAB14	5201	5392	4782	6520	5511	5807	4859	5362
CYP4B1	0	1	0	3	0	0	0	3
CYP4Z2P	0	0	0	0	0	0	0	0
CYP4A11	0	0	0	0	0	0	0	0
CYP4X1	0	0	0	0	0	0	0	0
CYP4Z1	0	0	0	0	1	0	0	0
CYP4A22	0	0	0	0	0	0	0	0
LINC00853	9	11	0	8	6	8	1	15
PDZK1IP1	18	5	15	30	18	10	24	34
TAL1	49	70	23	62	54	77	36	39
STIL	42	53	68	49	52	35	43	39
CMPK1	3061	2652	2729	4071	3794	2655	2973	3387
LINC01389	2	0	0	1	1	0	2	0
FOXE3	0	0	0	0	1	0	0	1
FOXD2-AS1	62	36	39	65	54	38	46	27
FOXD2	19	16	21	34	12	26	19	26
TRABD2B	0	0	0	0	0	0	0	0
SKINT1L	0	0	0	0	0	1	1	0
SLC5A9	6	28	4	9	0	1	1	2
SPATA6	44	43	44	59	24	18	29	30
AGBL4	1	0	2	0	2	1	4	0
BEND5	42	24	85	89	40	29	89	75
AGBL4-AS1	0	0	0	0	0	0	0	0
AGBL4-IT1	0	0	0	0	0	0	0	0
ELAVL4	0	3	0	0	0	2	0	0
DMRTA2	0	0	0	0	1	0	0	0
FAF1	324	372	401	474	335	327	340	424
CDKN2C	63	85	84	98	81	46	79	72
MIR4421	0	0	0	0	0	0	0	0
MIR6500	0	0	0	0	0	0	0	0
C1orf185	0	0	0	0	0	0	0	0
RNF11	2285	2405	1361	2363	3026	2902	1757	2214
TTC39A	5	0	4	9	11	1	3	25
TTC39A-AS1	0	0	0	0	0	0	0	0
EPS15	2138	2189	2092	2421	2118	1906	1882	1845
OSBPL9	1335	1106	1340	1702	1207	903	1136	1232
NRDC	2374	2887	2525	3110	2330	2608	2539	2511
MIR761	0	0	0	0	0	0	0	0
RAB3B	0	2	3	3	0	2	5	2
TXNDC12	1466	1475	1415	1922	1593	1550	1485	1592
KTI12	0	0	0	0	0	0	0	0
TXNDC12-AS1	0	0	0	0	0	0	0	0
BTF3L4	911	882	729	1026	897	964	721	752
ZFYVE9	273	258	105	233	138	114	106	119
CC2D1B	2021	2197	1893	3183	1874	2156	1774	2435
ORC1	55	55	72	72	53	37	71	40
PRPF38A	1466	1647	1482	1966	1642	1778	1451	1709
TUT4	2932	3192	2796	4332	3168	2858	3005	3600
GPX7	493	643	366	795	398	528	393	583
SHISAL2A	226	246	275	447	194	219	264	280
COA7	168	202	101	135	166	296	107	89
ZYG11B	568	609	609	816	586	400	584	558
ZYG11A	1	0	3	4	5	2	2	2
ECHDC2	651	580	902	1204	767	615	809	975
SCP2	1041	1018	1050	1230	987	859	1031	936
PODN	14	12	14	15	17	10	8	21
SLC1A7	29	20	23	30	26	17	21	24
CPT2	450	486	454	645	416	418	354	523
CZIB	465	373	528	740	506	430	558	594
MAGOH	728	698	580	862	819	953	608	761
MAGOH-DT	0	3	0	3	1	1	2	2
LRP8	175	164	175	241	247	224	206	212
SLC25A3P1	0	0	0	0	0	0	0	0
DMRTB1	0	0	0	0	0	0	0	0
GLIS1	1	1	2	1	0	0	0	0
NDC1	523	405	566	693	624	444	601	607
YIPF1	513	577	421	621	402	450	401	403
DIO1	0	0	0	0	0	0	0	0
IFT25	286	252	266	378	239	211	304	257
LRRC42	163	179	156	208	183	156	141	145
LDLRAD1	0	0	0	0	0	0	0	0
TMEM59	2959	2991	2766	3676	2911	2707	2591	2740
TCEANC2	406	376	461	506	381	292	405	370
MIR4781	0	0	0	0	0	0	0	0
CDCP2	0	1	0	1	0	0	0	0
CYB5RL	48	69	85	97	45	43	78	75
MRPL37	439	555	559	808	521	596	537	553
SSBP3	620	821	364	556	858	1031	527	572
SSBP3-AS1	1	7	3	1	2	2	3	3
ACOT11	52	116	32	37	23	53	17	36
FAM151A	0	1	0	0	0	0	0	0
MROH7	0	3	0	0	0	0	0	0
MROH7-TTC4	0	0	0	0	0	0	1	0
TTC4	23	27	15	25	25	24	21	26
PARS2	93	112	106	135	82	92	93	101
TTC22	175	158	185	249	162	136	157	197
LEXM	13	15	11	12	9	2	5	3
DHCR24	75	114	122	158	70	80	93	113
TMEM61	0	0	0	0	0	0	0	0
BSND	1	0	0	0	1	0	0	0
PCSK9	0	0	3	3	0	0	0	0
USP24	3811	4408	4260	5448	3447	3362	4379	4079
LOC100507634	17	34	29	22	10	22	18	14
MIR4422	0	0	0	0	0	0	0	0
PLPP3	370	363	107	289	334	236	73	157
PRKAA2	0	0	0	0	0	0	0	2
FYB2	0	0	0	0	0	0	0	0
C8A	0	0	0	0	0	0	0	0
C8B	0	0	0	0	0	0	0	0
DAB1	5	9	4	9	7	1	7	5
DAB1-AS1	0	0	0	0	0	0	0	0
OMA1	334	297	457	549	350	281	448	456
TACSTD2	43	59	47	34	17	35	19	11
MYSM1	1640	1742	1671	1993	1852	1737	1611	1641
JUN	2418	2852	3217	5036	3785	2939	4470	5322
LINC01135	0	0	4	7	1	3	4	3
LINC01358	3	1	4	0	3	3	11	3
HSD52	0	0	0	0	0	0	0	0
FGGY	29	22	19	34	20	21	35	27
MIR4711	0	0	0	0	0	0	0	0
LOC101926944	2	0	2	1	0	1	1	1
HOOK1	253	127	339	428	377	133	378	377
CYP2J2	4	5	6	3	8	5	8	9
C1orf87	3	0	0	1	0	0	0	0
LOC101926964	0	0	0	0	0	0	0	0
NFIA-AS2	0	0	0	0	0	0	0	0
NFIA	51	33	46	44	35	32	33	43
NFIA-AS1	0	0	0	0	0	0	0	0
MGC34796	0	0	0	0	0	0	0	0
TM2D1	314	243	263	321	324	226	288	287
PATJ	440	299	463	595	472	320	448	512
MIR3116-1	0	0	0	0	0	0	0	0
MIR3116-2	0	0	0	0	0	0	0	0
L1TD1	28	15	19	42	45	19	52	67
KANK4	13	14	3	1	5	4	6	0
USP1	1473	1366	1485	1951	1511	1213	1460	1541
DOCK7	567	621	196	356	560	676	212	276
ANGPTL3	0	0	0	0	0	0	0	0
ATG4C	150	138	254	286	189	96	244	232
LINC00466	0	0	0	0	0	0	0	0
FOXD3-AS1	0	0	0	0	0	0	0	0
FOXD3	0	0	0	0	0	0	0	0
MIR6068	0	0	0	0	0	0	0	0
ALG6	257	229	267	329	290	191	285	248
ITGB3BP	156	115	128	183	175	132	149	104
EFCAB7	93	66	91	130	91	86	105	81
DLEU2L	8	14	8	9	8	8	8	17
PGM1	309	362	462	515	417	297	445	496
ROR1	7	15	45	43	6	11	60	40
ROR1-AS1	0	1	0	0	0	0	0	0
UBE2U	0	0	0	0	0	0	0	0
CACHD1	29	15	52	46	26	12	47	30
MIR4794	0	0	0	0	0	0	0	0
RAVER2	36	55	50	58	62	44	45	54
JAK1	19609	21284	16296	20144	18443	19737	15431	16619
LINC01359	1	0	1	4	2	2	2	1
MIR3671	6	13	17	17	7	5	13	13
MIR101-1	0	0	0	0	0	0	0	0
AK4	39	36	4	42	128	158	21	32
DNAJC6	41	44	32	31	78	60	51	38
LEPROT	1669	2278	1142	1780	1381	2341	909	1061
LEPR	48	54	23	58	46	51	31	49
PDE4B	5442	2931	5711	7695	8095	4518	6211	6966
PDE4B-AS1	0	0	0	0	0	0	0	0
SGIP1	7	13	10	10	12	16	11	7
MIR3117	0	0	0	0	0	0	0	0
DYNLT5	29	23	9	20	33	27	11	20
INSL5	0	0	0	0	0	0	0	0
DNAI4	3	4	6	7	2	2	6	2
MIER1	1503	1469	1290	1967	1847	1403	1354	1462
SLC35D1	1034	713	1163	1539	1225	807	1199	1334
C1orf141	0	0	0	0	0	0	0	0
IL23R	0	1	1	2	6	2	1	0
IL12RB2	186	160	217	241	289	248	254	219
SERBP1	3717	3630	3149	4134	4748	4887	3395	3580
GADD45A	456	331	568	983	355	210	242	342
GNG12	3	11	3	2	7	12	2	8
GNG12-AS1	0	0	0	0	0	0	0	0
DIRAS3	0	0	0	0	0	0	0	0
WLS	63	107	21	40	53	47	13	25
MIR1262	0	1	0	0	0	0	0	0
RPE65	0	0	0	0	0	0	0	0
DEPDC1	7	5	7	2	9	4	16	2
DEPDC1-AS1	0	0	0	0	0	0	0	0
LRRC7	2	7	2	0	3	1	3	3
PIN1P1	0	0	0	0	0	0	0	0
LRRC40	398	406	364	481	420	364	345	358
SRSF11	6629	5883	6458	8320	8358	6185	7055	7032
ANKRD13C	724	579	742	967	872	675	765	852
HHLA3	23	12	28	37	19	17	32	30
CTH	48	29	41	91	95	24	46	67
LINC01788	0	0	0	0	0	0	0	0
PTGER3	16	5	7	7	16	7	2	5
ZRANB2-AS1	3	1	11	4	6	5	7	11
ZRANB2	1714	1605	1639	2054	2036	1810	1895	1810
MIR186	9	5	7	11	18	9	5	10
ZRANB2-DT	0	0	2	0	0	1	1	0
NEGR1	11	17	8	8	8	7	2	10
NEGR1-IT1	0	0	0	0	0	0	0	0
LINC01360	0	0	0	0	0	0	0	0
LRRIQ3	4	5	2	10	2	7	6	11
FPGT-TNNI3K	0	0	0	0	0	0	0	0
FPGT	174	276	134	286	170	196	145	169
TNNI3K	0	0	0	0	0	0	0	0
LRRC53	0	0	0	0	0	0	0	0
ERICH3	0	1	0	1	4	1	0	2
ERICH3-AS1	0	0	0	0	0	0	0	0
CRYZ	166	207	309	261	195	213	346	245
TYW3	515	448	602	826	604	479	587	584
LHX8	0	0	0	0	0	0	0	0
SLC44A5	4	20	3	13	1	15	0	12
ACADM	451	437	554	571	555	379	564	480
DLSTP1	185	173	181	294	188	158	148	207
RABGGTB	1173	1234	1153	1595	1340	1635	997	1253
SNORD45C	8	6	4	4	10	15	4	4
SNORD45A	10	6	15	13	23	19	11	19
SNORD45B	22	21	39	37	22	40	17	25
MSH4	1	3	8	4	0	3	7	2
ASB17	0	0	0	0	0	0	0	0
LOC101927342	0	0	0	0	0	0	0	0
ST6GALNAC3	52	56	60	70	44	47	46	27
ST6GALNAC5	0	1	0	0	0	1	0	0
MIR7156	0	0	0	0	0	0	0	0
PIGK	378	304	503	472	447	255	461	395
AK5	13	21	54	83	19	16	59	49
ZZZ3	1047	880	1210	1460	1222	1079	1178	1093
USP33	2136	2165	1967	2656	2176	1867	1918	2008
MIGA1	407	419	385	490	491	377	388	423
NEXN-AS1	0	5	1	1	1	4	0	0
NEXN	28	28	27	51	66	60	58	74
FUBP1	3558	3398	2554	3447	4285	4667	2793	3248
DNAJB4	193	117	184	214	236	140	200	195
GIPC2	10	3	8	6	6	10	7	4
MGC27382	0	0	0	0	0	0	0	0
PTGFR	1	0	3	0	0	1	0	0
IFI44L	211	165	209	418	220	145	160	314
IFI44	636	438	464	868	567	346	314	521
ADGRL4	0	0	0	0	0	0	0	0
LINC01781	11	8	13	19	11	10	20	29
ADGRL2	0	0	0	0	0	0	0	0
LOC101927434	0	0	0	0	0	0	0	0
LINC01361	0	0	0	0	1	0	1	1
LINC01725	0	1	0	2	0	0	1	0
LOC101927560	0	0	2	1	0	2	0	0
TTLL7	8	2	2	1	4	1	1	5
PRKACB	2492	1878	3376	3068	2691	1648	2873	2311
SAMD13	4	2	9	4	0	5	3	2
UOX	6	15	23	16	2	0	11	5
DNASE2B	0	1	0	0	0	0	0	0
RPF1	1122	894	1136	1359	1050	1026	988	995
GNG5	1978	2644	1290	2221	1823	2977	1262	1557
SPATA1	2	5	2	1	4	3	3	2
CTBS	584	574	511	758	677	510	436	526
LINC01461	0	0	0	0	0	0	0	0
LINC01555	0	0	0	0	0	0	0	0
SSX2IP	222	133	215	298	310	162	258	270
LPAR3	441	333	60	304	231	190	28	123
MCOLN2	286	405	235	332	397	454	243	301
MCOLN3	14	11	5	37	20	9	7	31
DNAI3	0	6	1	2	2	4	1	0
MIR4423	0	0	0	0	0	0	0	0
SYDE2	174	104	294	241	43	35	85	55
C1orf52	521	493	477	662	584	490	486	540
BCL10	679	754	524	772	703	852	490	628
BCL10-AS1	40	21	24	21	39	12	19	26
DDAH1	3	1	1	1	3	0	1	2
CCN1	0	0	0	0	0	0	0	0
ZNHIT6	523	476	476	730	618	521	534	598
COL24A1	10	12	7	18	14	12	5	31
ODF2L	491	320	409	478	530	289	368	423
MIR7856	0	0	0	1	1	0	0	0
CLCA2	0	0	0	0	0	0	0	1
CLCA1	0	0	0	0	0	0	0	0
CLCA4	0	0	0	0	0	0	0	0
CLCA3P	0	0	0	0	0	0	0	0
CLCA4-AS1	16	19	10	18	14	17	18	12
SH3GLB1	2859	3436	2223	3154	2528	2873	2165	2232
SELENOF	3324	3302	2922	4096	3604	3443	3154	3238
HS2ST1	479	474	577	624	495	332	510	493
LINC01140	0	1	1	1	3	1	0	0
LINC02801	0	0	0	0	0	0	0	0
LMO4	526	769	419	655	612	1072	534	540
LINC01364	0	0	0	0	0	0	0	0
PKN2-AS1	0	1	3	1	0	0	0	1
PKN2	1068	1012	1025	1208	1216	817	949	935
GTF2B	1055	1066	1049	1406	1173	1130	1061	1215
KYAT3	571	520	744	841	645	439	632	711
RBMXL1	1061	955	1050	1530	1263	1106	1178	1326
GBP3	740	279	545	501	932	341	652	470
GBP1	595	639	696	1664	1061	1055	940	2293
GBP2	2927	4784	3482	5557	3275	6398	3780	5058
GBP7	26	13	40	35	40	19	35	38
GBP4	1798	1764	2923	3573	2713	2691	3527	3807
GBP5	1062	1960	1804	3622	1296	2966	2376	5997
LOC729930	0	0	0	0	0	0	1	0
GBP6	1	3	0	1	1	3	1	4
GBP1P1	27	28	26	59	34	58	40	98
LRRC8B	298	397	242	450	419	655	340	459
LRRC8C	2865	2665	2486	3102	3223	2884	2388	2616
LRRC8C-DT	20	34	28	22	19	26	29	20
LRRC8D	960	1138	1192	1773	990	947	1060	1279
GEMIN8P4	2	1	0	5	1	1	3	1
ZNF326	623	718	526	694	735	984	517	631
BARHL2	0	0	0	0	0	0	0	0
ZNF644	1633	1628	1458	1917	1806	1594	1437	1463
HFM1	0	2	0	1	0	0	0	0
CDC7	295	110	147	257	349	120	152	225
TGFBR3	1795	1303	1723	2165	1983	1502	1760	2036
BRDT	136	54	90	86	47	30	38	32
EPHX4	17	9	3	25	19	6	5	21
SETSIP	206	174	169	204	178	276	160	155
BTBD8	16	9	16	28	11	5	3	12
C1orf146	0	0	0	0	0	0	0	0
GLMN	315	242	283	347	339	267	313	268
RPAP2	338	343	333	401	395	290	353	290
GFI1	492	546	365	401	626	677	417	390
EVI5	265	362	176	227	186	296	173	159
RPL5	20545	15531	23149	33049	20539	14871	22917	23070
DIPK1A	611	355	518	592	720	370	607	645
SNORD21	5	3	12	11	13	6	4	12
SNORA66	7	11	15	17	13	14	12	18
MTF2	1073	1004	1021	1287	1273	1015	1023	1128
TMED5	3373	3647	1939	2965	4476	4858	2237	2718
CCDC18	165	167	167	204	167	207	147	210
CCDC18-AS1	786	698	1055	871	771	626	907	588
DR1	1671	1874	1291	1954	2244	2022	1601	1806
FNBP1L	59	70	55	127	78	52	65	109
BCAR3	157	142	52	101	400	632	168	186
BCAR3-AS1	1	1	2	1	3	4	0	1
MIR760	0	0	0	1	1	0	0	0
TRR-TCT1-1	1	0	3	5	2	2	1	4
DNTTIP2	2263	1882	1642	2432	2924	2821	1826	2225
GCLM	318	229	209	302	464	250	254	303
ABCA4	0	0	0	0	1	1	0	0
ARHGAP29	119	93	64	101	8	3	6	2
ABCD3	761	596	674	914	792	508	642	701
F3	13	14	6	10	371	228	14	54
SLC44A3-AS1	1	0	0	3	0	1	2	7
MIR378G	0	0	0	0	0	0	0	0
SLC44A3	0	1	6	10	1	4	1	12
CNN3	55	39	163	214	98	71	186	205
CNN3-DT	0	0	2	4	2	0	2	4
ALG14	21	27	34	30	18	28	27	25
ALG14-AS1	0	0	0	0	0	0	0	0
TLCD4	11	16	6	20	19	8	13	7
TLCD4-RWDD3	2	3	7	5	8	9	8	2
RWDD3-DT	0	0	3	1	1	1	0	1
