tissue	disease	cell_line	pert_dose	pert_name	pert_time	pert_type	data_level	creation_time	persistent_id	batch
kidney		HA1E	0.08 uM	dexamethasone	24 h	Chemical	5	2021-05-22	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_REP.B016_HA1E_24H_N04_dexamethasone_0.08uM.tsv.gz	REP.B016_HA1E_24H
kidney		HA1E	0.01 uM	dexamethasone	24 h	Chemical	5	2021-05-22	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_REP.B016_HA1E_24H_N06_dexamethasone_0.01uM.tsv.gz	REP.B016_HA1E_24H
breast	breast adenocarcinoma	MCF7	0.01 uM	dexamethasone	24 h	Chemical	5	2021-05-22	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_REP.B016_MCF7_24H_N06_dexamethasone_0.01uM.tsv.gz	REP.B016_MCF7_24H
kidney		HEK293	0.08 uM	dexamethasone	24 h	Chemical	5	2021-05-22	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_REP.B016_HEK293_24H_N04_dexamethasone_0.08uM.tsv.gz	REP.B016_HEK293_24H
breast	breast adenocarcinoma	MCF7	2.22 uM	dexamethasone	24 h	Chemical	5	2021-05-22	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_REP.B016_MCF7_24H_N01_dexamethasone_2.22uM.tsv.gz	REP.B016_MCF7_24H
uterine cervix	cervical adenocarcinoma	HELA	0.74 uM	dexamethasone	24 h	Chemical	5	2021-05-22	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_REP.B016_HELA_24H_N02_dexamethasone_0.74uM.tsv.gz	REP.B016_HELA_24H
intestine	colon adenocarcinoma	HT29	0.74 uM	dexamethasone	24 h	Chemical	5	2021-05-22	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_REP.B016_HT29_24H_N02_dexamethasone_0.74uM.tsv.gz	REP.B016_HT29_24H
skin of body	melanoma	A375	0.03 uM	dexamethasone	24 h	Chemical	5	2021-05-22	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_REP.B016_A375_24H_N05_dexamethasone_0.03uM.tsv.gz	REP.B016_A375_24H
blood	leukemia	JURKAT	2.22 uM	dexamethasone	24 h	Chemical	5	2021-05-22	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_REP.B016_JURKAT_24H_N01_dexamethasone_2.22uM.tsv.gz	REP.B016_JURKAT_24H
breast	breast carcinoma	MCF10A	2.22 uM	dexamethasone	24 h	Chemical	5	2021-05-22	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_REP.B016_MCF10A_24H_N01_dexamethasone_2.22uM.tsv.gz	REP.B016_MCF10A_24H
blood	leukemia	JURKAT	0.01 uM	dexamethasone	24 h	Chemical	5	2021-05-22	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_REP.B016_JURKAT_24H_N06_dexamethasone_0.01uM.tsv.gz	REP.B016_JURKAT_24H
lung	lung cancer	A549	0.25 uM	dexamethasone	24 h	Chemical	5	2021-05-22	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_REP.B016_A549_24H_N03_dexamethasone_0.25uM.tsv.gz	REP.B016_A549_24H
intestine	colon adenocarcinoma	HT29	0.08 uM	dexamethasone	24 h	Chemical	5	2021-05-22	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_REP.B016_HT29_24H_N04_dexamethasone_0.08uM.tsv.gz	REP.B016_HT29_24H
skin of body	melanoma	A375	0.74 uM	dexamethasone	24 h	Chemical	5	2021-05-22	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_REP.B016_A375_24H_N02_dexamethasone_0.74uM.tsv.gz	REP.B016_A375_24H
skin of body	melanoma	A375	0.25 uM	dexamethasone	24 h	Chemical	5	2021-05-22	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_REP.B016_A375_24H_N03_dexamethasone_0.25uM.tsv.gz	REP.B016_A375_24H
kidney		HA1E	2.22 uM	dexamethasone	24 h	Chemical	5	2021-05-22	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_REP.B016_HA1E_24H_N01_dexamethasone_2.22uM.tsv.gz	REP.B016_HA1E_24H
blood	leukemia	JURKAT	0.25 uM	dexamethasone	24 h	Chemical	5	2021-05-22	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_REP.B016_JURKAT_24H_N03_dexamethasone_0.25uM.tsv.gz	REP.B016_JURKAT_24H
kidney		HEK293	0.01 uM	dexamethasone	24 h	Chemical	5	2021-05-22	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_REP.B016_HEK293_24H_N06_dexamethasone_0.01uM.tsv.gz	REP.B016_HEK293_24H
breast	breast carcinoma	MCF10A	0.03 uM	dexamethasone	24 h	Chemical	5	2021-05-22	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_REP.B016_MCF10A_24H_N05_dexamethasone_0.03uM.tsv.gz	REP.B016_MCF10A_24H
uterine cervix	cervical adenocarcinoma	HELA	0.08 uM	dexamethasone	24 h	Chemical	5	2021-05-22	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_REP.B016_HELA_24H_N04_dexamethasone_0.08uM.tsv.gz	REP.B016_HELA_24H
uterine cervix	cervical adenocarcinoma	HELA	0.03 uM	dexamethasone	24 h	Chemical	5	2021-05-22	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_REP.B016_HELA_24H_N05_dexamethasone_0.03uM.tsv.gz	REP.B016_HELA_24H
blood	leukemia	THP1	0.01 uM	dexamethasone	24 h	Chemical	5	2021-05-22	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_REP.B016_THP1_24H_N06_dexamethasone_0.01uM.tsv.gz	REP.B016_THP1_24H
pancreas	pancreatic carcinoma	YAPC	0.01 uM	dexamethasone	24 h	Chemical	5	2021-05-22	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_REP.B016_YAPC_24H_N06_dexamethasone_0.01uM.tsv.gz	REP.B016_YAPC_24H
prostate gland	prostate adenocarcinoma	PC3	2.22 uM	dexamethasone	24 h	Chemical	5	2021-05-22	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_REP.B016_PC3_24H_N01_dexamethasone_2.22uM.tsv.gz	REP.B016_PC3_24H
blood	leukemia	THP1	2.22 uM	dexamethasone	24 h	Chemical	5	2021-05-22	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_REP.B016_THP1_24H_N01_dexamethasone_2.22uM.tsv.gz	REP.B016_THP1_24H
prostate gland	prostate adenocarcinoma	PC3	0.08 uM	dexamethasone	24 h	Chemical	5	2021-05-22	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_REP.B016_PC3_24H_N04_dexamethasone_0.08uM.tsv.gz	REP.B016_PC3_24H
pancreas	pancreatic carcinoma	YAPC	0.08 uM	dexamethasone	24 h	Chemical	5	2021-05-22	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_REP.B016_YAPC_24H_N04_dexamethasone_0.08uM.tsv.gz	REP.B016_YAPC_24H
prostate gland	prostate adenocarcinoma	PC3	0.03 uM	dexamethasone	24 h	Chemical	5	2021-05-22	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_REP.B016_PC3_24H_N05_dexamethasone_0.03uM.tsv.gz	REP.B016_PC3_24H
breast	breast adenocarcinoma	MDAMB231	0.25 uM	dexamethasone	24 h	Chemical	5	2021-05-22	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_REP.B016_MDAMB231_24H_N03_dexamethasone_0.25uM.tsv.gz	REP.B016_MDAMB231_24H
prostate gland	prostate adenocarcinoma	PC3	0.25 uM	dexamethasone	24 h	Chemical	5	2021-05-22	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_REP.B016_PC3_24H_N03_dexamethasone_0.25uM.tsv.gz	REP.B016_PC3_24H
breast	breast adenocarcinoma	MDAMB231	0.03 uM	dexamethasone	24 h	Chemical	5	2021-05-22	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_REP.B016_MDAMB231_24H_N05_dexamethasone_0.03uM.tsv.gz	REP.B016_MDAMB231_24H
pancreas	pancreatic carcinoma	YAPC	0.03 uM	dexamethasone	24 h	Chemical	5	2021-05-22	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_REP.B016_YAPC_24H_N05_dexamethasone_0.03uM.tsv.gz	REP.B016_YAPC_24H
blood	leukemia	THP1	0.08 uM	dexamethasone	24 h	Chemical	5	2021-05-22	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_REP.B016_THP1_24H_N04_dexamethasone_0.08uM.tsv.gz	REP.B016_THP1_24H
pancreas	pancreatic carcinoma	YAPC	2.22 uM	dexamethasone	24 h	Chemical	5	2021-05-22	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_REP.B016_YAPC_24H_N01_dexamethasone_2.22uM.tsv.gz	REP.B016_YAPC_24H
blood	leukemia	THP1	0.74 uM	dexamethasone	24 h	Chemical	5	2021-05-22	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_REP.B016_THP1_24H_N02_dexamethasone_0.74uM.tsv.gz	REP.B016_THP1_24H
pancreas	pancreatic carcinoma	YAPC	0.74 uM	dexamethasone	24 h	Chemical	5	2021-05-22	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_REP.B016_YAPC_24H_N02_dexamethasone_0.74uM.tsv.gz	REP.B016_YAPC_24H
breast	breast adenocarcinoma	MDAMB231	0.08 uM	dexamethasone	24 h	Chemical	5	2021-05-22	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_REP.B016_MDAMB231_24H_N04_dexamethasone_0.08uM.tsv.gz	REP.B016_MDAMB231_24H
breast	breast adenocarcinoma	MDAMB231	0.74 uM	dexamethasone	24 h	Chemical	5	2021-05-22	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_REP.B016_MDAMB231_24H_N02_dexamethasone_0.74uM.tsv.gz	REP.B016_MDAMB231_24H
connective tissue		NPC	10 uM	dexamethasone	24 h	Chemical	5	2021-05-07	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_CPC017_NPC_24H_M04_dexamethasone_10uM.tsv.gz	CPC017_NPC_24H
breast	breast adenocarcinoma	MDAMB231	0.01 uM	dexamethasone	24 h	Chemical	5	2021-05-22	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_REP.B016_MDAMB231_24H_N06_dexamethasone_0.01uM.tsv.gz	REP.B016_MDAMB231_24H
lung	lung cancer	A549	10 uM	dexamethasone	24 h	Chemical	5	2021-05-08	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_CPC006_A549_24H_F09_dexamethasone_10uM.tsv.gz	CPC006_A549_24H
breast	breast adenocarcinoma	MCF7	10 uM	dexamethasone	6 h	Chemical	5	2021-05-07	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_CPC017_MCF7_6H_M04_dexamethasone_10uM.tsv.gz	CPC017_MCF7_6H
breast	breast adenocarcinoma	MCF7	10 uM	dexamethasone	24 h	Chemical	5	2021-05-07	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_CPC017_MCF7_24H_M04_dexamethasone_10uM.tsv.gz	CPC017_MCF7_24H
breast	breast adenocarcinoma	MCF7	0.12 uM	dexamethasone	24 h	Chemical	5	2021-05-19	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_LKCP002_MCF7_24H_E09_dexamethasone_0.12uM.tsv.gz	LKCP002_MCF7_24H
liver		PHH	10 uM	dexamethasone	24 h	Chemical	5	2021-05-07	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_CPC017_PHH_24H_M04_dexamethasone_10uM.tsv.gz	CPC017_PHH_24H
skeletal muscle organ		SKB	10 uM	dexamethasone	24 h	Chemical	5	2021-05-07	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_CPC017_SKB_24H_M04_dexamethasone_10uM.tsv.gz	CPC017_SKB_24H
lung	lung cancer	A549	10 uM	dexamethasone	24 h	Chemical	5	2021-05-06	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_DPK.CP001_A549_24H_F04_dexamethasone_10uM.tsv.gz	DPK.CP001_A549_24H
bone tissue	osteosarcoma	U2OS	1.11 uM	dexamethasone	24 h	Chemical	5	2021-05-19	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_LKCP002_U2OS_24H_E08_dexamethasone_1.11uM.tsv.gz	LKCP002_U2OS_24H
breast	breast adenocarcinoma	MCF7	0.12 uM	dexamethasone	6 h	Chemical	5	2021-05-19	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_LKCP002_MCF7_6H_E09_dexamethasone_0.12uM.tsv.gz	LKCP002_MCF7_6H
breast	breast adenocarcinoma	MCF7	1.11 uM	dexamethasone	48 h	Chemical	5	2021-05-19	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_LKCP002_MCF7_48H_E08_dexamethasone_1.11uM.tsv.gz	LKCP002_MCF7_48H
bone tissue	osteosarcoma	U2OS	0.12 uM	dexamethasone	24 h	Chemical	5	2021-05-19	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_LKCP002_U2OS_24H_E09_dexamethasone_0.12uM.tsv.gz	LKCP002_U2OS_24H
breast	breast adenocarcinoma	MCF7	10 uM	dexamethasone	24 h	Chemical	5	2021-05-19	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_LKCP002_MCF7_24H_E07_dexamethasone_10uM.tsv.gz	LKCP002_MCF7_24H
liver	carcinoma	HUH7	8 uM	dexamethasone	72 h	Chemical	5	2021-05-06	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_LIVB001_HUH7_72H_N13_dexamethasone_8uM.tsv.gz	LIVB001_HUH7_72H
breast	breast adenocarcinoma	MCF7	0.12 uM	dexamethasone	48 h	Chemical	5	2021-05-19	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_LKCP002_MCF7_48H_E09_dexamethasone_0.12uM.tsv.gz	LKCP002_MCF7_48H
breast	breast adenocarcinoma	MCF7	10 uM	dexamethasone	6 h	Chemical	5	2021-05-19	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_LKCP002_MCF7_6H_E07_dexamethasone_10uM.tsv.gz	LKCP002_MCF7_6H
breast	breast adenocarcinoma	MCF7	10 uM	dexamethasone	48 h	Chemical	5	2021-05-19	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_LKCP002_MCF7_48H_E07_dexamethasone_10uM.tsv.gz	LKCP002_MCF7_48H
breast	breast adenocarcinoma	MCF7	1.11 uM	dexamethasone	24 h	Chemical	5	2021-05-19	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_LKCP002_MCF7_24H_E08_dexamethasone_1.11uM.tsv.gz	LKCP002_MCF7_24H
bone tissue	osteosarcoma	U2OS	10 uM	dexamethasone	48 h	Chemical	5	2021-05-19	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_LKCP002_U2OS_48H_E07_dexamethasone_10uM.tsv.gz	LKCP002_U2OS_48H
bone tissue	osteosarcoma	U2OS	10 uM	dexamethasone	24 h	Chemical	5	2021-05-19	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_LKCP002_U2OS_24H_E07_dexamethasone_10uM.tsv.gz	LKCP002_U2OS_24H
breast	breast adenocarcinoma	MCF7	1.11 uM	dexamethasone	6 h	Chemical	5	2021-05-19	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_LKCP002_MCF7_6H_E08_dexamethasone_1.11uM.tsv.gz	LKCP002_MCF7_6H
bone tissue	osteosarcoma	U2OS	1.11 uM	dexamethasone	6 h	Chemical	5	2021-05-19	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_LKCP002_U2OS_6H_E08_dexamethasone_1.11uM.tsv.gz	LKCP002_U2OS_6H
pancreas	pancreatic carcinoma	YAPC	10 uM	dexamethasone	6 h	Chemical	5	2021-05-06	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_LPROT004_YAPC_6H_H07_dexamethasone_10uM.tsv.gz	LPROT004_YAPC_6H
bone tissue	osteosarcoma	U2OS	10 uM	dexamethasone	6 h	Chemical	5	2021-05-19	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_LKCP002_U2OS_6H_E07_dexamethasone_10uM.tsv.gz	LKCP002_U2OS_6H
bone tissue	osteosarcoma	U2OS	0.12 uM	dexamethasone	48 h	Chemical	5	2021-05-19	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_LKCP002_U2OS_48H_E09_dexamethasone_0.12uM.tsv.gz	LKCP002_U2OS_48H
bone tissue	osteosarcoma	U2OS	0.12 uM	dexamethasone	6 h	Chemical	5	2021-05-19	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_LKCP002_U2OS_6H_E09_dexamethasone_0.12uM.tsv.gz	LKCP002_U2OS_6H
prostate gland	prostate adenocarcinoma	PC3	10 uM	dexamethasone	6 h	Chemical	5	2021-05-07	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_LPROT003_PC3_6H_G07_dexamethasone_10uM.tsv.gz	LPROT003_PC3_6H
prostate gland	prostate adenocarcinoma	VCAP	10 uM	dexamethasone	6 h	Chemical	5	2021-05-09	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_CPC006_VCAP_6H_O03_dexamethasone_10uM.tsv.gz	CPC006_VCAP_6H
breast	breast adenocarcinoma	MCF7	10 uM	dexamethasone	6 h	Chemical	5	2021-05-07	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_LPROT002_MCF7_6H_H08_dexamethasone_10uM.tsv.gz	LPROT002_MCF7_6H
connective tissue		NPC	10 uM	dexamethasone	6 h	Chemical	5	2021-05-06	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_LPROT002_NPC.TAK_6H_G08_dexamethasone_10uM.tsv.gz	LPROT002_NPC.TAK_6H
bone tissue	osteosarcoma	U2OS	1.11 uM	dexamethasone	48 h	Chemical	5	2021-05-19	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_LKCP002_U2OS_48H_E08_dexamethasone_1.11uM.tsv.gz	LKCP002_U2OS_48H
skin of body	melanoma	A375	10 uM	dexamethasone	6 h	Chemical	5	2021-05-06	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_LPROT002_A375_6H_H07_dexamethasone_10uM.tsv.gz	LPROT002_A375_6H
lung	lung cancer	A549	10 uM	dexamethasone	6 h	Chemical	5	2021-05-07	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_LPROT003_A549_6H_G08_dexamethasone_10uM.tsv.gz	LPROT003_A549_6H
ovary	ovarian carcinoma	TYKNU	10 uM	dexamethasone	6 h	Chemical	5	2021-05-09	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_CPC006_TYKNU_6H_F09_dexamethasone_10uM.tsv.gz	CPC006_TYKNU_6H
lymphatic part of lymphoid system	lymphoma	U937	10 uM	dexamethasone	6 h	Chemical	5	2021-05-09	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_CPC006_U937_6H_F09_dexamethasone_10uM.tsv.gz	CPC006_U937_6H
ovary	ovarian carcinoma	TYKNU	10 uM	dexamethasone	6 h	Chemical	5	2021-05-09	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_CPC006_TYKNU_6H_O03_dexamethasone_10uM.tsv.gz	CPC006_TYKNU_6H
blood	leukemia	THP1	10 uM	dexamethasone	6 h	Chemical	5	2021-05-09	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_CPC006_THP1_6H_F09_dexamethasone_10uM.tsv.gz	CPC006_THP1_6H
lymphatic part of lymphoid system	lymphoma	WSUDLCL2	10 uM	dexamethasone	6 h	Chemical	5	2021-05-09	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_CPC006_WSUDLCL2_6H_F09_dexamethasone_10uM.tsv.gz	CPC006_WSUDLCL2_6H
prostate gland	prostate adenocarcinoma	VCAP	10 uM	dexamethasone	24 h	Chemical	5	2021-05-09	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_CPC006_VCAP_24H_O03_dexamethasone_10uM.tsv.gz	CPC006_VCAP_24H
prostate gland	prostate adenocarcinoma	VCAP	10 uM	dexamethasone	24 h	Chemical	5	2021-05-09	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_CPC006_VCAP_24H_F09_dexamethasone_10uM.tsv.gz	CPC006_VCAP_24H
lymphatic part of lymphoid system	lymphoma	U937	10 uM	dexamethasone	6 h	Chemical	5	2021-05-09	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_CPC006_U937_6H_O03_dexamethasone_10uM.tsv.gz	CPC006_U937_6H
blood	leukemia	THP1	10 uM	dexamethasone	6 h	Chemical	5	2021-05-09	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_CPC006_THP1_6H_O03_dexamethasone_10uM.tsv.gz	CPC006_THP1_6H
prostate gland	prostate adenocarcinoma	VCAP	10 uM	dexamethasone	6 h	Chemical	5	2021-05-09	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_CPC006_VCAP_6H_F09_dexamethasone_10uM.tsv.gz	CPC006_VCAP_6H
lymphatic part of lymphoid system	lymphoma	WSUDLCL2	10 uM	dexamethasone	6 h	Chemical	5	2021-05-09	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_CPC006_WSUDLCL2_6H_O03_dexamethasone_10uM.tsv.gz	CPC006_WSUDLCL2_6H
intestine	colon adenocarcinoma	HT29	10 uM	dexamethasone	6 h	Chemical	5	2021-05-10	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_CPC009_HT29_6H_I24_dexamethasone_10uM.tsv.gz	CPC009_HT29_6H
kidney		HA1E	10 uM	dexamethasone	6 h	Chemical	5	2021-05-10	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_CPC009_HA1E_6H_I24_dexamethasone_10uM.tsv.gz	CPC009_HA1E_6H
lung	lung cancer	HCC515	10 uM	dexamethasone	6 h	Chemical	5	2021-05-10	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_CPC009_HCC515_6H_I24_dexamethasone_10uM.tsv.gz	CPC009_HCC515_6H
lung	lung cancer	A549	10 uM	dexamethasone	24 h	Chemical	5	2021-05-10	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_CPC009_A549_24H_I24_dexamethasone_10uM.tsv.gz	CPC009_A549_24H
liver	carcinoma	HEPG2	10 uM	dexamethasone	6 h	Chemical	5	2021-05-10	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_CPC009_HEPG2_6H_I24_dexamethasone_10uM.tsv.gz	CPC009_HEPG2_6H
lung	lung cancer	A549	10 uM	dexamethasone	6 h	Chemical	5	2021-05-10	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_CPC009_A549_6H_I24_dexamethasone_10uM.tsv.gz	CPC009_A549_6H
skin of body	melanoma	A375	10 uM	dexamethasone	6 h	Chemical	5	2021-05-10	https://lincs-dcic.s3.amazonaws.com/LINCS-data-2020/L1000/compound/L1000_LINCS_DCIC_CPC009_A375_6H_I24_dexamethasone_10uM.tsv.gz	CPC009_A375_6H
