Ensg	ROGKO_DEX-1	ROGKO_DEX-2	ROGKO_DEX-3	ROGKO_PBS-1	ROGKO_PBS-2	ROGKO_PBS-3	WT_DEX-1	WT_DEX-2	WT_DEX-3	WT_PBS-1	WT_PBS-2	WT_PBS-3
ENSMUSG00000002057	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002058	49	48	59	28	93	71	52	34	30	35	62	43
ENSMUSG00000002059	41	43	42	32	66	34	45	33	24	42	65	32
ENSMUSG00000002064	267	239	256	291	316	292	306	224	238	217	302	265
ENSMUSG00000002068	24	36	40	37	88	67	62	20	26	38	83	68
ENSMUSG00000002076	2	0	1	0	3	5	0	1	1	3	2	0
ENSMUSG00000002083	18	18	23	35	32	28	38	12	17	22	41	26
ENSMUSG00000002100	0	2	0	2	0	0	0	0	0	0	0	1
ENSMUSG00000002102	1042	1071	1122	982	1295	922	1098	1028	873	899	1263	1139
ENSMUSG00000002103	361	368	395	513	515	475	513	402	307	449	530	645
ENSMUSG00000002104	1	0	0	0	1	1	0	1	1	1	0	1
ENSMUSG00000002105	66	56	69	44	88	68	68	66	41	53	87	77
ENSMUSG00000002107	183	165	154	97	196	136	93	121	68	95	168	104
ENSMUSG00000002108	812	870	907	883	950	760	866	866	713	711	912	1079
ENSMUSG00000002109	34	21	26	33	33	25	35	25	28	17	45	50
ENSMUSG00000002111	34	34	36	49	38	52	54	43	50	49	62	82
ENSMUSG00000002129	296	220	272	292	329	233	343	237	272	181	336	358
ENSMUSG00000002147	559	494	511	655	770	692	671	466	413	439	802	813
ENSMUSG00000002190	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002204	4	4	6	5	2	8	12	4	10	12	7	6
ENSMUSG00000002205	235	243	239	289	267	216	292	198	202	185	269	294
ENSMUSG00000002210	61	49	69	82	93	57	56	53	43	50	88	100
ENSMUSG00000002221	486	486	514	217	297	248	542	443	442	138	343	247
ENSMUSG00000002222	2976	2601	2800	2407	2769	2357	2224	2046	1695	1630	3015	2464
ENSMUSG00000002227	85	74	81	117	134	163	118	105	65	110	163	211
ENSMUSG00000002228	0	0	1	4	3	0	0	0	0	1	1	5
ENSMUSG00000002233	103	102	94	86	143	135	156	60	95	90	115	135
ENSMUSG00000002240	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002249	75	82	67	71	93	98	83	64	51	50	88	104
ENSMUSG00000002250	121	115	122	100	110	110	114	103	81	56	100	87
ENSMUSG00000002257	4	3	1	3	5	1	8	3	2	3	4	7
ENSMUSG00000002265	35	52	44	68	52	50	83	32	68	40	55	58
ENSMUSG00000002266	0	0	0	0	0	2	0	0	0	0	0	3
ENSMUSG00000002274	26	29	31	42	40	28	25	24	20	25	29	43
ENSMUSG00000002279	330	337	331	350	338	326	274	300	228	337	385	394
ENSMUSG00000002280	192	189	196	194	249	191	209	210	177	137	241	243
ENSMUSG00000002289	1880	1604	1637	1729	1790	1151	1232	2155	1091	1235	1983	927
ENSMUSG00000002297	38	41	39	21	59	58	50	32	39	46	53	61
ENSMUSG00000002307	127	138	133	121	133	133	162	111	118	103	152	156
ENSMUSG00000002308	57	56	41	54	63	45	62	49	49	35	40	47
ENSMUSG00000002319	300	310	344	277	460	312	483	327	252	227	393	298
ENSMUSG00000002320	448	392	402	423	506	407	498	374	371	343	491	531
ENSMUSG00000002324	6	6	7	9	14	14	7	6	4	15	14	28
ENSMUSG00000002325	282	237	258	302	401	381	340	238	198	328	354	341
ENSMUSG00000002326	115	96	102	100	123	86	99	109	91	95	126	142
ENSMUSG00000002329	91	108	114	112	150	116	115	106	98	80	115	117
ENSMUSG00000002332	1006	1076	1032	1112	1497	1118	953	909	758	864	1276	1346
ENSMUSG00000002341	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000002342	117	110	107	113	178	114	151	108	109	111	154	141
ENSMUSG00000002343	32	23	38	42	48	33	48	32	30	26	36	38
ENSMUSG00000002345	92	87	87	94	110	96	103	91	92	72	129	127
ENSMUSG00000002346	419	388	360	785	838	651	406	600	234	600	813	777
ENSMUSG00000002365	440	374	399	463	413	387	377	348	298	280	503	486
ENSMUSG00000002372	254	223	214	240	318	199	262	242	238	191	285	375
ENSMUSG00000002379	452	451	505	393	523	381	380	414	375	312	452	422
ENSMUSG00000002384	0	0	1	0	0	1	1	1	0	1	1	0
ENSMUSG00000002393	348	342	350	517	813	481	347	377	356	449	469	660
ENSMUSG00000002395	296	339	376	342	417	307	327	312	274	239	370	353
ENSMUSG00000002396	42	55	40	56	59	41	53	28	25	45	54	50
ENSMUSG00000002409	56	37	37	93	72	74	68	49	50	69	82	101
ENSMUSG00000002413	336	337	291	273	360	284	292	237	279	217	360	237
ENSMUSG00000002416	183	174	241	244	268	202	211	210	180	196	179	213
ENSMUSG00000002428	144	96	97	123	164	139	159	106	86	98	164	171
ENSMUSG00000002455	521	503	510	488	707	547	589	429	406	393	636	414
ENSMUSG00000002458	10	5	7	10	18	17	16	8	11	18	23	22
ENSMUSG00000002459	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000002475	566	632	650	584	744	562	542	497	433	456	709	656
ENSMUSG00000002477	117	149	152	109	123	92	150	107	114	79	138	122
ENSMUSG00000002486	11	11	7	22	16	9	23	9	14	9	18	24
ENSMUSG00000002489	5	5	3	9	13	11	4	5	2	6	13	18
ENSMUSG00000002496	442	399	465	429	511	486	499	372	409	304	470	568
ENSMUSG00000002500	0	1	0	0	0	2	1	0	0	0	1	0
ENSMUSG00000002504	215	190	157	231	320	235	252	167	226	162	308	330
ENSMUSG00000002524	546	573	602	591	753	550	700	608	584	477	728	645
ENSMUSG00000002546	367	357	360	384	474	385	443	372	347	277	516	441
ENSMUSG00000002550	495	401	442	556	531	371	352	415	338	313	474	607
ENSMUSG00000002565	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000002578	21	11	11	15	9	39	4	8	5	32	14	10
ENSMUSG00000002580	365	388	407	399	462	356	371	357	300	325	407	338
ENSMUSG00000002588	8205	8387	8681	12769	9872	7402	6713	7772	8884	6867	9792	11892
ENSMUSG00000002602	187	163	153	234	237	263	277	152	248	214	287	431
ENSMUSG00000002603	60	46	49	47	70	80	63	44	71	52	72	106
ENSMUSG00000002608	157	165	197	192	272	163	202	183	147	147	230	227
ENSMUSG00000002617	7	23	10	37	33	23	26	13	21	20	25	43
ENSMUSG00000002625	163	119	149	176	178	139	197	127	136	139	232	206
ENSMUSG00000002633	2	2	1	3	0	3	0	4	1	0	0	2
ENSMUSG00000002635	57	60	75	81	93	68	64	46	62	46	76	78
ENSMUSG00000002658	219	256	239	187	299	200	228	220	213	156	248	231
ENSMUSG00000002660	367	392	452	357	450	355	473	408	293	287	428	361
ENSMUSG00000002661	55	57	53	71	73	59	77	56	37	60	62	62
ENSMUSG00000002664	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002668	8	6	4	3	7	9	13	3	8	8	9	15
ENSMUSG00000002679	102	123	106	97	119	93	107	86	85	87	100	93
ENSMUSG00000002688	2	1	3	3	0	0	6	3	2	0	0	1
ENSMUSG00000002699	39	31	28	62	44	85	83	44	44	69	80	114
ENSMUSG00000002718	457	420	404	441	572	395	467	386	426	344	567	532
ENSMUSG00000002728	164	160	160	132	128	110	154	177	112	95	145	134
ENSMUSG00000002731	133	133	160	137	153	132	166	98	81	98	129	150
ENSMUSG00000002732	16	17	22	40	26	20	25	22	23	16	23	31
ENSMUSG00000002733	306	278	274	220	271	231	285	210	223	187	313	259
ENSMUSG00000002741	718	562	626	596	845	627	580	575	644	525	874	785
ENSMUSG00000002748	869	682	749	922	1160	898	777	682	717	636	998	982
ENSMUSG00000002763	721	718	759	860	1026	844	688	686	598	666	995	1069
ENSMUSG00000002767	327	347	363	305	394	316	326	283	248	282	349	343
ENSMUSG00000002768	321	357	393	326	395	293	315	308	247	275	354	347
ENSMUSG00000002769	13148	11370	11828	14700	13676	9991	14854	13186	7628	7655	14213	15618
ENSMUSG00000002771	0	1	1	1	1	0	3	1	1	0	1	4
ENSMUSG00000002778	935	920	916	988	1056	859	968	864	811	746	1132	1039
ENSMUSG00000002781	136	111	133	183	171	119	161	143	104	151	201	192
ENSMUSG00000002791	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000002797	53	37	42	80	62	48	66	59	61	52	50	69
ENSMUSG00000002799	0	0	3	2	1	1	4	2	1	0	1	1
ENSMUSG00000002803	73	90	84	111	100	104	89	82	79	78	102	137
ENSMUSG00000002804	89	78	89	74	104	85	83	63	65	56	85	91
ENSMUSG00000002808	5	2	1	8	6	2	2	2	7	3	6	3
ENSMUSG00000002812	464	434	490	478	554	536	500	392	413	380	619	610
ENSMUSG00000002814	44	38	59	62	65	47	44	73	49	42	74	86
ENSMUSG00000002820	245	227	221	286	303	261	273	263	206	206	260	380
ENSMUSG00000002825	13	17	12	14	23	27	34	28	19	16	22	21
ENSMUSG00000002831	329	386	408	106	175	171	550	460	508	134	322	99
ENSMUSG00000002833	171	242	213	212	280	204	246	162	171	160	284	252
ENSMUSG00000002835	14	19	20	12	16	20	28	27	32	18	21	44
ENSMUSG00000002844	47	39	47	44	56	51	75	75	58	45	57	72
ENSMUSG00000002845	104	111	134	82	152	97	185	85	122	77	130	110
ENSMUSG00000002846	245	224	225	258	328	245	285	255	184	195	262	305
ENSMUSG00000002847	493	410	431	633	491	403	519	447	607	352	552	704
ENSMUSG00000002870	10	8	20	22	42	33	35	13	21	27	31	97
ENSMUSG00000002871	88	90	93	114	165	109	147	99	59	72	143	132
ENSMUSG00000002881	896	904	920	1103	1361	1074	900	764	882	750	1168	1323
ENSMUSG00000002885	172	138	152	208	228	281	221	161	170	183	229	311
ENSMUSG00000002897	184	181	176	232	214	286	241	159	171	187	264	247
ENSMUSG00000002900	89	73	77	105	126	53	103	86	87	70	107	136
ENSMUSG00000002908	26	24	29	48	39	27	20	26	18	29	16	49
ENSMUSG00000002910	300	470	441	233	215	91	117	376	316	53	203	119
ENSMUSG00000002930	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000002944	1357	1116	1205	1205	864	979	806	344	546	402	485	784
ENSMUSG00000002948	299	274	258	324	427	314	345	306	296	261	433	428
ENSMUSG00000002949	454	439	465	472	507	401	446	431	353	360	527	517
ENSMUSG00000002957	636	599	634	616	837	662	682	607	648	596	813	808
ENSMUSG00000002963	133	181	201	155	228	169	188	200	145	133	244	201
ENSMUSG00000002968	237	237	265	277	316	237	265	247	235	192	317	339
ENSMUSG00000002980	85	46	37	49	52	45	37	49	64	40	41	71
ENSMUSG00000002981	1001	941	945	997	1200	933	1102	864	905	756	1117	1126
ENSMUSG00000002983	16	9	7	18	17	32	15	10	14	19	18	19
ENSMUSG00000002984	415	363	378	329	392	282	390	341	270	204	373	334
ENSMUSG00000002985	127432	142372	148546	146954	161931	130944	123725	118768	112278	102790	148487	148494
ENSMUSG00000002992	1846	1806	1920	1626	1876	1588	1818	1695	1457	1268	1719	1802
ENSMUSG00000002996	986	999	1040	1006	1329	1061	966	834	717	826	1370	993
ENSMUSG00000002997	8	4	2	7	7	2	6	5	6	4	7	12
ENSMUSG00000003031	182	186	175	210	214	162	214	192	168	125	282	181
ENSMUSG00000003032	44	25	21	16	17	24	29	36	44	19	18	46
ENSMUSG00000003033	219	193	207	238	270	190	238	205	220	164	234	285
ENSMUSG00000003037	666	678	678	699	865	713	733	596	600	581	768	752
ENSMUSG00000003038	145	133	135	140	145	97	183	131	89	102	171	189
ENSMUSG00000003039	325	373	420	330	499	394	401	383	346	346	425	448
ENSMUSG00000003051	4	2	2	1	10	10	2	3	5	9	4	7
ENSMUSG00000003053	16569	14607	15720	12335	17702	12775	14623	15995	11790	12713	18646	15820
ENSMUSG00000003062	81	72	73	63	78	77	95	67	57	60	81	76
ENSMUSG00000003068	514	530	527	713	736	596	542	461	436	485	656	781
ENSMUSG00000003070	1	0	2	0	3	1	1	1	1	0	0	0
ENSMUSG00000003072	2210	2134	2172	1911	2474	1874	2009	1938	1622	1569	2218	2063
ENSMUSG00000003099	437	384	420	347	487	355	474	340	391	292	389	485
ENSMUSG00000003119	270	219	192	250	272	234	254	215	210	169	284	256
ENSMUSG00000003123	96	74	86	178	179	179	99	115	63	125	205	173
ENSMUSG00000003131	401	363	384	355	453	412	439	393	400	303	482	396
ENSMUSG00000003134	387	312	318	341	375	325	439	358	381	276	439	308
ENSMUSG00000003135	193	226	197	173	242	160	242	221	170	162	273	176
ENSMUSG00000003153	17	18	9	8	9	8	19	15	24	12	16	14
ENSMUSG00000003154	127	90	92	106	126	106	96	105	98	81	159	157
ENSMUSG00000003161	308	324	313	293	436	323	344	300	216	242	438	370
ENSMUSG00000003166	366	353	343	478	482	403	428	382	406	350	483	522
ENSMUSG00000003178	183	154	173	46	96	53	156	130	211	56	91	89
ENSMUSG00000003184	334	339	384	448	437	384	405	375	279	308	457	454
ENSMUSG00000003190	10	25	21	27	30	25	36	31	25	34	34	29
ENSMUSG00000003198	44	38	48	36	54	50	48	30	43	43	62	51
ENSMUSG00000003199	721	675	733	689	729	631	796	730	551	416	695	663
ENSMUSG00000003200	163	164	161	180	231	149	210	187	172	101	210	210
ENSMUSG00000003206	9	2	0	5	6	7	13	8	5	8	7	12
ENSMUSG00000003208	28	43	47	35	73	35	36	38	29	36	55	58
ENSMUSG00000003226	1762	1584	1666	1175	1938	1504	1540	1300	1307	1014	1587	1193
ENSMUSG00000003227	0	0	0	0	0	0	0	0	0	0	0	3
ENSMUSG00000003228	26	14	21	30	34	32	20	23	27	21	25	41
ENSMUSG00000003233	123	116	100	147	182	131	166	110	149	94	159	140
ENSMUSG00000003234	534	481	534	429	592	450	598	436	431	357	565	532
ENSMUSG00000003235	386	414	403	386	544	332	440	406	346	326	480	434
ENSMUSG00000003269	221	204	218	183	225	198	245	184	207	163	240	207
ENSMUSG00000003271	0	1	0	1	1	1	0	1	0	1	0	0
ENSMUSG00000003273	0	2	2	3	2	6	4	2	3	5	2	2
ENSMUSG00000003279	18	12	16	19	18	20	39	24	14	7	20	25
ENSMUSG00000003282	1	2	2	3	2	1	5	9	6	4	7	6
ENSMUSG00000003283	37	37	41	44	49	59	118	66	66	58	63	81
ENSMUSG00000003299	207	207	229	243	284	209	207	224	181	176	244	276
ENSMUSG00000003308	353	342	390	480	589	395	471	363	378	379	511	635
ENSMUSG00000003309	3	0	1	2	1	3	1	1	2	2	2	3
ENSMUSG00000003316	570	417	419	573	708	582	527	462	451	429	546	648
ENSMUSG00000003341	0	2	1	0	1	0	0	0	2	0	0	0
ENSMUSG00000003344	132	168	142	191	168	173	150	136	120	109	166	231
ENSMUSG00000003345	578	592	627	689	855	649	621	530	539	492	780	793
ENSMUSG00000003346	385	410	349	435	518	428	381	329	295	277	418	494
ENSMUSG00000003348	36	33	45	37	43	54	69	39	45	33	64	63
ENSMUSG00000003352	1	3	1	6	5	2	4	2	1	2	7	4
ENSMUSG00000003354	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000003355	105	76	71	69	173	86	162	145	53	136	147	68
ENSMUSG00000003360	353	349	402	370	460	358	387	340	381	347	489	517
ENSMUSG00000003363	138	145	169	191	177	175	238	161	154	150	243	215
ENSMUSG00000003378	49	26	39	52	56	52	37	25	27	26	43	61
ENSMUSG00000003379	1	4	2	9	7	9	6	0	8	6	7	17
ENSMUSG00000003380	362	411	401	361	467	430	421	310	314	303	407	380
ENSMUSG00000003382	213	183	188	198	219	184	237	188	184	118	270	221
ENSMUSG00000003402	946	906	955	943	1055	907	1068	891	766	794	1045	1080
ENSMUSG00000003410	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000003411	1	2	1	2	5	4	5	3	3	3	3	4
ENSMUSG00000003418	0	1	0	0	0	1	2	0	3	1	0	2
ENSMUSG00000003420	1215	1356	1466	1547	1559	1371	1258	1120	1323	1161	1549	1699
ENSMUSG00000003421	129	132	163	154	194	168	159	138	97	127	209	170
ENSMUSG00000003423	289	315	332	308	320	274	296	264	267	206	329	321
ENSMUSG00000003429	1449	1501	1688	1478	1758	1385	1566	1366	1357	1218	1621	1309
ENSMUSG00000003435	520	627	615	505	785	521	694	512	553	455	757	665
ENSMUSG00000003436	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000003437	276	299	320	219	323	244	277	252	214	182	313	260
ENSMUSG00000003438	234	267	255	266	286	221	281	255	199	200	282	306
ENSMUSG00000003444	131	202	196	179	231	156	145	165	122	109	135	146
ENSMUSG00000003452	3	0	3	6	1	3	3	3	5	1	2	6
ENSMUSG00000003458	450	417	502	436	549	508	562	433	459	386	555	586
ENSMUSG00000003464	1230	1356	1400	1150	1432	1215	1063	1091	929	947	1478	1526
ENSMUSG00000003469	0	1	1	1	1	1	1	2	0	0	2	1
ENSMUSG00000003476	2	0	0	1	1	0	0	0	1	1	0	4
ENSMUSG00000003477	8218	8762	9597	7831	11075	8491	6602	5267	4251	3485	8095	8661
ENSMUSG00000003484	2	4	1	1	2	3	5	0	5	8	4	3
ENSMUSG00000003500	21	20	15	23	45	36	30	20	33	25	38	44
ENSMUSG00000003505	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000003518	621	612	601	587	826	672	553	549	575	489	738	711
ENSMUSG00000003526	1425	1390	1472	2063	1594	1542	1234	1598	850	924	1904	2029
ENSMUSG00000003527	48	47	48	58	68	49	57	50	57	43	64	60
ENSMUSG00000003528	1829	1997	2102	1956	2861	2079	1975	1661	1483	1415	2296	2195
ENSMUSG00000003531	228	244	249	243	301	229	174	156	178	163	193	277
ENSMUSG00000003534	24	15	9	19	22	22	27	12	19	18	26	29
ENSMUSG00000003541	6	8	9	13	8	13	11	5	8	11	13	10
ENSMUSG00000003545	4	3	4	2	3	0	0	0	2	2	1	0
ENSMUSG00000003546	713	639	671	767	722	595	751	730	636	439	794	710
ENSMUSG00000003549	28	29	27	40	40	18	33	26	30	18	34	41
ENSMUSG00000003555	82	32	34	1957	117	64	177	80	423	50	78	1774
ENSMUSG00000003559	553	421	439	672	549	468	670	507	484	329	545	659
ENSMUSG00000003573	14	7	8	25	34	17	12	9	15	9	30	35
ENSMUSG00000003575	67	58	65	68	93	73	83	57	57	64	135	100
ENSMUSG00000003581	71	75	62	96	88	72	96	79	89	77	116	108
ENSMUSG00000003585	4315	3939	4082	5005	7178	4785	3762	3487	3285	4007	5730	6495
ENSMUSG00000003604	158	135	153	153	190	126	160	118	144	143	151	133
ENSMUSG00000003617	12666	12227	12913	15356	14957	13895	14468	12669	14026	11334	13842	14054
ENSMUSG00000003623	3868	5318	5307	2979	5073	4424	4992	4097	4053	5461	5368	5504
ENSMUSG00000003644	78	69	83	111	192	154	97	68	92	110	175	225
ENSMUSG00000003657	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000003660	745	642	663	742	948	716	743	595	579	502	689	758
ENSMUSG00000003662	414	495	497	474	487	426	481	421	397	327	523	432
ENSMUSG00000003665	1	2	2	0	1	0	0	0	0	0	0	0
ENSMUSG00000003680	79	84	94	116	115	104	123	95	80	88	115	130
ENSMUSG00000003721	6956	5561	5922	1423	1093	1031	2782	9680	5718	2100	1623	894
ENSMUSG00000003731	761	679	655	660	904	666	838	660	681	513	870	724
ENSMUSG00000003746	3502	3370	3349	3078	3049	2861	3703	2684	2550	2051	3275	2845
ENSMUSG00000003752	91	78	72	72	89	65	144	75	110	61	81	81
ENSMUSG00000003762	238	228	235	203	288	185	408	222	281	133	205	237
ENSMUSG00000003778	145	104	122	130	174	139	218	145	142	121	183	182
ENSMUSG00000003779	7	13	8	8	8	8	57	14	27	6	18	34
ENSMUSG00000003808	166	174	161	166	228	178	198	155	186	148	223	206
ENSMUSG00000003809	5496	5317	5482	5389	6109	5064	4153	4837	3438	3977	5968	5849
ENSMUSG00000003810	138	142	170	142	246	188	184	149	143	157	256	176
ENSMUSG00000003812	132	190	191	178	250	205	177	132	156	182	208	239
ENSMUSG00000003813	487	475	485	515	630	422	483	492	423	377	572	582
ENSMUSG00000003814	6486	5943	6071	5027	9235	5638	7636	7035	5776	7157	8394	5721
ENSMUSG00000003824	8	16	8	9	10	13	13	7	11	2	4	12
ENSMUSG00000003847	292	251	257	341	389	337	400	206	322	226	344	360
ENSMUSG00000003848	100	78	101	122	111	95	138	104	85	71	112	109
ENSMUSG00000003849	61	73	81	89	83	60	92	58	82	37	95	128
ENSMUSG00000003863	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000003865	31	37	35	36	35	23	53	39	32	13	43	28
ENSMUSG00000003868	98	103	88	84	127	96	163	114	99	78	168	111
ENSMUSG00000003872	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000003873	161	152	127	123	185	140	176	120	140	140	194	163
ENSMUSG00000003882	7	8	5	6	1	5	10	8	7	3	4	10
ENSMUSG00000003923	476	472	490	482	570	442	538	428	428	372	597	542
ENSMUSG00000003929	42	29	35	37	33	34	33	25	31	25	53	42
ENSMUSG00000003934	0	0	0	0	1	1	2	1	2	2	2	2
ENSMUSG00000003948	1350	1770	1824	2022	1833	1667	899	1013	1197	1327	1799	1946
ENSMUSG00000003949	866	817	833	759	1038	675	594	879	797	578	941	1049
ENSMUSG00000003955	447	506	518	329	507	417	480	399	324	351	407	327
ENSMUSG00000003970	2522	2587	2620	2612	3264	2312	2602	2421	2340	1817	2827	2494
ENSMUSG00000003974	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000003992	14	24	8	14	20	14	20	17	12	26	15	12
ENSMUSG00000004018	53	66	56	55	68	71	67	68	49	46	68	67
ENSMUSG00000004031	0	0	1	0	0	0	0	0	0	0	1	0
ENSMUSG00000004032	73	87	88	133	106	94	74	100	98	60	91	103
ENSMUSG00000004035	537	456	452	532	533	416	599	484	411	327	606	552
ENSMUSG00000004038	962	1099	1184	494	721	700	2297	1096	789	276	988	833
ENSMUSG00000004040	2290	1575	1600	1365	2016	2200	1931	1324	1206	1177	1964	1461
ENSMUSG00000004043	74	73	76	100	177	112	72	100	88	72	119	136
ENSMUSG00000004044	55	52	37	81	110	62	60	51	54	62	94	77
ENSMUSG00000004054	302	314	297	407	416	331	328	284	348	323	464	449
ENSMUSG00000004056	938	846	907	1052	1389	1079	922	828	778	800	1180	1303
ENSMUSG00000004069	1947	1986	2018	1297	1619	1228	1999	2185	1432	1216	1752	1246
ENSMUSG00000004070	619	635	711	549	552	482	705	684	620	513	702	571
ENSMUSG00000004071	1405	1556	1522	1274	1286	970	1670	1724	1383	953	1604	1163
ENSMUSG00000004085	101	54	73	98	124	121	87	66	66	75	101	146
ENSMUSG00000004096	509	594	633	430	630	495	528	490	400	469	577	483
ENSMUSG00000004098	177	186	171	38	209	215	284	107	50	94	212	102
ENSMUSG00000004099	59	59	65	76	140	104	95	41	92	71	106	164
ENSMUSG00000004100	126	126	123	151	124	118	169	104	121	95	141	134
ENSMUSG00000004105	175	140	137	294	285	146	185	131	192	117	294	296
ENSMUSG00000004110	3	0	0	0	1	1	2	1	2	0	0	1
ENSMUSG00000004113	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000004127	59	62	54	50	88	46	77	74	53	39	73	49
ENSMUSG00000004151	6	8	3	4	8	5	9	4	15	9	13	11
ENSMUSG00000004187	20	23	28	49	24	27	38	25	23	21	41	66
ENSMUSG00000004207	4794	4768	4966	5678	5868	5145	5480	4329	4874	4257	5707	6990
ENSMUSG00000004221	606	615	664	439	813	599	841	505	484	690	668	571
ENSMUSG00000004231	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000004233	52	36	50	48	58	55	58	55	52	33	71	62
ENSMUSG00000004263	161	141	181	195	269	205	159	135	161	164	242	269
ENSMUSG00000004264	1568	1642	1690	1694	1932	1493	1485	1508	1230	1128	1711	1736
ENSMUSG00000004266	122	140	145	174	190	193	201	145	110	174	215	243
ENSMUSG00000004267	0	0	0	2	0	1	0	0	1	0	0	0
ENSMUSG00000004268	314	345	325	352	460	310	372	306	288	252	358	371
ENSMUSG00000004270	579	651	650	835	1144	770	559	567	594	691	1178	1117
ENSMUSG00000004285	358	385	400	369	442	342	394	380	328	299	394	386
ENSMUSG00000004296	0	0	0	0	0	0	0	0	0	1	1	0
ENSMUSG00000004317	61	55	62	53	73	81	108	55	83	58	56	72
ENSMUSG00000004319	727	672	633	613	764	656	721	594	550	407	745	667
ENSMUSG00000004328	17	6	8	5	2	1	12	18	11	4	8	0
ENSMUSG00000004341	9	3	5	7	7	5	5	4	10	2	12	16
ENSMUSG00000004344	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000004347	2	3	4	2	4	0	8	1	5	4	5	2
ENSMUSG00000004356	284	256	282	241	427	241	303	234	191	165	288	220
ENSMUSG00000004359	14	10	10	12	14	38	42	10	12	8	21	23
ENSMUSG00000004360	0	1	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000004364	954	880	948	901	1043	921	902	840	882	710	1067	964
ENSMUSG00000004366	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000004371	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000004383	56	67	67	55	72	72	53	43	46	55	82	52
ENSMUSG00000004393	247	296	304	226	343	249	297	280	188	199	355	285
ENSMUSG00000004394	651	670	695	491	805	568	670	599	636	537	700	616
ENSMUSG00000004415	1	0	0	0	1	0	1	0	0	0	1	0
ENSMUSG00000004446	83	89	98	160	160	144	140	93	47	107	139	184
ENSMUSG00000004451	111	94	103	123	157	117	133	97	119	106	152	178
ENSMUSG00000004455	730	674	680	762	633	662	690	642	551	532	750	651
ENSMUSG00000004460	1078	936	983	751	1711	824	1056	1100	950	1032	1376	826
ENSMUSG00000004462	167	169	173	222	291	239	175	186	149	163	229	268
ENSMUSG00000004473	16	15	15	13	15	11	10	10	6	10	10	16
ENSMUSG00000004500	26	37	34	36	74	42	72	30	53	51	58	71
ENSMUSG00000004508	67	40	42	55	51	48	74	50	58	24	56	73
ENSMUSG00000004530	222	222	236	222	389	266	284	203	265	224	341	363
ENSMUSG00000004535	2555	2613	2756	1685	1964	1828	2372	2337	2077	1684	2238	1651
ENSMUSG00000004540	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000004542	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000004552	0	4	4	5	5	3	6	2	3	5	0	1
ENSMUSG00000004558	9831	10983	11288	14861	13283	10981	8308	9311	8656	8476	12231	15569
ENSMUSG00000004561	60	56	47	99	107	68	81	62	67	64	96	110
ENSMUSG00000004562	53	52	59	68	88	70	73	61	68	59	76	123
ENSMUSG00000004565	130	87	112	122	195	161	147	112	122	113	183	168
ENSMUSG00000004567	297	270	273	306	342	280	273	249	264	200	371	377
ENSMUSG00000004568	335	263	251	282	456	261	319	269	330	211	400	340
ENSMUSG00000004591	617	551	574	514	639	544	590	453	483	406	748	575
ENSMUSG00000004609	40	19	22	4	2	9	22	14	8	2	11	13
ENSMUSG00000004610	2583	2699	2909	2871	3032	2352	2381	2512	2331	2196	2852	3044
ENSMUSG00000004612	2	0	1	6	2	3	9	1	9	7	8	6
ENSMUSG00000004613	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000004626	270	310	310	270	316	290	292	249	236	185	364	345
ENSMUSG00000004630	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000004631	35	33	39	59	50	52	97	34	82	39	77	79
ENSMUSG00000004633	397	358	339	424	504	423	343	273	293	303	394	563
ENSMUSG00000004637	86	87	90	70	124	81	61	59	71	55	104	101
ENSMUSG00000004642	176	181	191	190	171	177	196	177	181	105	194	186
ENSMUSG00000004651	0	1	0	0	1	0	0	0	1	0	1	0
ENSMUSG00000004654	0	1	0	0	0	1	0	1	1	0	0	0
