id,cell_type,ctrl_ids,drug_name,geo_id,organism,pert_ids,platform,version
drug:P2525,Cultured Cell Line|Cells|Entire breast|Cells [Chemical/Ingredient],GSM1503026|GSM1503058,"4,4'-diaminodiphenylmethane|dimethyl sulfoxide|inhibitor|(2Z,3Z)-bis\{amino[(2-aminophenyl)sulfanyl]methylidene\}butanedinitrile",GSE61364,human,GSM1503031|GSM1503063,GPL4685,2.0
drug:P1592,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230863|GSM1230864|GSM1230865,eribulin|paclitaxel,GSE50831,human,GSM1230830|GSM1230831|GSM1230832,GPL570,2.0
drug:P2522,Cultured Cell Line|Cells|Entire breast|Cells [Chemical/Ingredient],GSM1503026|GSM1503058,"4,4'-diaminodiphenylmethane|dimethyl sulfoxide|inhibitor|(2Z,3Z)-bis\{amino[(2-aminophenyl)sulfanyl]methylidene\}butanedinitrile",GSE61364,human,GSM1503025|GSM1503057,GPL4685,2.0
drug:P2521,Cultured Cell Line|Cells|Entire breast|Cells [Chemical/Ingredient],GSM1503026|GSM1503058,"4,4'-diaminodiphenylmethane|dimethyl sulfoxide|inhibitor|(2Z,3Z)-bis\{amino[(2-aminophenyl)sulfanyl]methylidene\}butanedinitrile",GSE61364,human,GSM1503023|GSM1503055,GPL4685,2.0
drug:P2520,Cultured Cell Line|Cells|Entire breast|Cells [Chemical/Ingredient],GSM1503026|GSM1503058,"4,4'-diaminodiphenylmethane|dimethyl sulfoxide|inhibitor|(2Z,3Z)-bis\{amino[(2-aminophenyl)sulfanyl]methylidene\}butanedinitrile",GSE61364,human,GSM1503021|GSM1503053,GPL4685,2.0
drug:P5234,Cultured Cell Line|Hep G2 Cells,GSM775321|GSM775322|GSM775323,cadmium atom,GSE31286,human,GSM775327|GSM775328|GSM775329,GPL4133,2.0
drug:P1591,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230863|GSM1230864|GSM1230865,paclitaxel|eribulin,GSE50831,human,GSM1230824|GSM1230825|GSM1230826,GPL570,2.0
drug:P3438,macrophage|Cells|Monocytes|Body tissue|peripheral blood|whole blood specimen,GSM1820056|GSM1820060,,GSE70821,human,GSM1820065|GSM1820069,GPL6480,2.0
drug:P3439,macrophage|Cells|Monocytes|Body tissue|peripheral blood|whole blood specimen,GSM1820056|GSM1820060,,GSE70821,human,GSM1820066|GSM1820070,GPL6480,2.0
drug:P3432,macrophage|Cells|Monocytes|Body tissue|peripheral blood|whole blood specimen,GSM1820055|GSM1820059,,GSE70821,human,GSM1820057|GSM1820061,GPL6480,2.0
drug:P3433,macrophage|Cells|Monocytes|Body tissue|peripheral blood|whole blood specimen,GSM1820055|GSM1820059,,GSE70821,human,GSM1820058|GSM1820062,GPL6480,2.0
drug:P3430,Lymphoma cells|Cultured Cell Line,GSM1815466|GSM1815467,ethanol|dexamethasone|solvent,GSE71102,human,GSM1815470|GSM1815471,GPL10558,2.0
drug:P3431,"Entire breast|Cells [Chemical/Ingredient]|Cultured Cell Line|Body tissue|Squamous epithelial cell|Tumor cells, malignant|Mammary gland",GSM1816498|GSM1816499,dimethyl sulfoxide|docetaxel anhydrous,GSE70690,human,GSM1816500|GSM1816501,GPL570,2.0
drug:P3436,macrophage|Cells|Monocytes|Body tissue|peripheral blood|whole blood specimen,GSM1820056|GSM1820060,,GSE70821,human,GSM1820057|GSM1820061,GPL6480,2.0
drug:P3437,macrophage|Cells|Monocytes|Body tissue|peripheral blood|whole blood specimen,GSM1820056|GSM1820060,,GSE70821,human,GSM1820058|GSM1820062,GPL6480,2.0
drug:P3434,macrophage|Cells|Monocytes|Body tissue|peripheral blood|whole blood specimen,GSM1820055|GSM1820059,,GSE70821,human,GSM1820065|GSM1820069,GPL6480,2.0
drug:P3435,macrophage|Cells|Monocytes|Body tissue|peripheral blood|whole blood specimen,GSM1820055|GSM1820059,,GSE70821,human,GSM1820066|GSM1820070,GPL6480,2.0
drug:P178,Cells [Chemical/Ingredient]|Cultured Cell Line|Megakaryocytes,GSM1031980|GSM1031981|GSM1031987,,GSE42071,human,GSM1031978|GSM1031983|GSM1031986,GPL6884,2.0
drug:P4802,Fetus|Body tissue|Oral cavity|Human body structure|Entire testis|Rat Testis,GSM619101|GSM619102|GSM619103|GSM619104,dibutyl phthalate|messenger RNA|mixture,GSE25196,rat,GSM619105|GSM619106|GSM619107|GSM619108,GPL1355,2.0
drug:P4803,Entire liver|Body tissue|Hepatic|Allograft liver,GSM623474|GSM623475|GSM623476|GSM623477|GSM623478|GSM623479|GSM623480,tacrolimus hydrate,GSE25338,human,GSM623464|GSM623465|GSM623466|GSM623467|GSM623468|GSM623469|GSM623470|GSM623471|GSM623472|GSM623473,GPL11209,2.0
drug:P4800,Epithelial Cells|Stomach|Cultured Cell Line|Cells|Cells [Chemical/Ingredient],GSM618009|GSM618010,lipopolysaccharide|Van der Woude syndrome,GSE25146,human,GSM618011|GSM618012,GPL570,2.0
drug:P4801,Epithelial Cells|Stomach|Cultured Cell Line|Cells|Cells [Chemical/Ingredient],GSM618013|GSM618014,lipopolysaccharide|Van der Woude syndrome,GSE25147,human,GSM618015|GSM618016,GPL570,2.0
drug:P4806,Both kidneys|Entire liver|T10 - Thoracic segmental innervation|Rat Liver,GSM62730|GSM62731|GSM62739|GSM62740|GSM62765|GSM62785,N(6)-(1-carboxyethyl)-L-lysine|ochratoxin A,GSE2852,rat,GSM62736|GSM62743|GSM62768|GSM62769|GSM62770|GSM62772|GSM62792,GPL85,2.0
drug:P4807,Both kidneys|Entire liver|Rat Liver,GSM62730|GSM62731|GSM62739|GSM62740|GSM62765|GSM62785,ochratoxin A,GSE2852,rat,GSM62738|GSM62780|GSM62781|GSM62783,GPL85,2.0
drug:P4804,Both kidneys|Entire liver|Rat Liver,GSM62730|GSM62731|GSM62739|GSM62740|GSM62765|GSM62785,ochratoxin A,GSE2852,rat,GSM62754|GSM62764,GPL85,2.0
drug:P4805,Entire liver|Both kidneys|Rat Liver,GSM62730|GSM62731|GSM62739|GSM62740|GSM62765|GSM62785,ochratoxin A,GSE2852,rat,GSM62732|GSM62733|GSM62741|GSM62766|GSM62786|GSM62787|GSM62788,GPL85,2.0
drug:P4808,Entire liver|Both kidneys|Rat Liver,GSM62730|GSM62731|GSM62739|GSM62740|GSM62765|GSM62785,ochratoxin A,GSE2852,rat,GSM62749|GSM62778|GSM62791,GPL85,2.0
drug:P4809,Entire liver|Both kidneys|Rat Liver,GSM62730|GSM62731|GSM62739|GSM62740|GSM62765|GSM62785,ochratoxin A,GSE2852,rat,GSM62751|GSM62752|GSM62795,GPL85,2.0
drug:P1590,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230863|GSM1230864|GSM1230865,eribulin|paclitaxel,GSE50831,human,GSM1230821|GSM1230822|GSM1230823,GPL570,2.0
drug:P5134,Epithelial Cells|Kidney|Cultured Cell Line|Cells|Cells [Chemical/Ingredient],GSM672331|GSM672332|GSM672333,biomarker,GSE27210,human,GSM672349|GSM672350|GSM672351,GPL570,2.0
drug:P4018,Cells [Chemical/Ingredient],GSM360270|GSM360271|GSM360272,retinoic acid,GSE14427,human,GSM360279|GSM360280,GPL6102,2.0
drug:P4442,Body tissue|Entire liver|Entire spleen|Mouse Liver|Mouse Spleen,GSM444088|GSM444089|GSM444090|GSM444091,oxygen atom|2-butoxyethanol,GSE17880,mouse,GSM444100|GSM444101|GSM444102|GSM444104,GPL1261,2.0
drug:P1804,Cultured Cell Line,GSM1304428|GSM1304429|GSM1304430,dimethyl sulfoxide|Nutlin,GSE53965,human,GSM1304431|GSM1304432|GSM1304433,GPL6244,2.0
drug:P1278,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230764|GSM1230765|GSM1230766,eribulin|paclitaxel,GSE50831,human,GSM1230776|GSM1230777|GSM1230778,GPL570,2.0
drug:P1279,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230764|GSM1230765|GSM1230766,paclitaxel|eribulin,GSE50831,human,GSM1230779|GSM1230780|GSM1230781,GPL570,2.0
drug:P1272,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230764|GSM1230765|GSM1230766,eribulin|paclitaxel,GSE50831,human,GSM1230749|GSM1230750|GSM1230751,GPL570,2.0
drug:P1273,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230764|GSM1230765|GSM1230766,paclitaxel|eribulin,GSE50831,human,GSM1230752|GSM1230753|GSM1230754,GPL570,2.0
drug:P1270,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230764|GSM1230765|GSM1230766,eribulin|paclitaxel,GSE50831,human,GSM1230740|GSM1230741|GSM1230742,GPL570,2.0
drug:P1271,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230764|GSM1230765|GSM1230766,paclitaxel|eribulin,GSE50831,human,GSM1230743|GSM1230744|GSM1230745,GPL570,2.0
drug:P1276,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230764|GSM1230765|GSM1230766,eribulin|paclitaxel,GSE50831,human,GSM1230767|GSM1230768|GSM1230769,GPL570,2.0
drug:P1277,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230764|GSM1230765|GSM1230766,paclitaxel|eribulin,GSE50831,human,GSM1230770|GSM1230771|GSM1230772,GPL570,2.0
drug:P1274,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230764|GSM1230765|GSM1230766,eribulin|paclitaxel,GSE50831,human,GSM1230758|GSM1230759|GSM1230760,GPL570,2.0
drug:P1275,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230764|GSM1230765|GSM1230766,paclitaxel|eribulin,GSE50831,human,GSM1230761|GSM1230762|GSM1230763,GPL570,2.0
drug:P1802,macrophage|Cells [Chemical/Ingredient]|Cultured Cell Line|Monocytes,GSM1300273|GSM1300274,oxane|carbon nanotube|single-walled carbon nanotube|water|poly(methyl acrylate) macromolecule,GSE53765,"[human, mouse]",GSM1300271|GSM1300272,"[GPL6244, GPL6246]",2.0
drug:P4014,Cells [Chemical/Ingredient]|Pancreas,GSM360270|GSM360271|GSM360272,retinoic acid,GSE14425,human,GSM360276|GSM360277|GSM360278,GPL6102,2.0
drug:P4274,Spinal Cord,GSM398778|GSM398779,water|6alpha-methylprednisolone,GSE15878,rat,GSM398752|GSM398753,GPL6247,2.0
drug:P5382,"Cells [Chemical/Ingredient]|Cultured Cell Line|Tumor cells, malignant|MCF-7 Cells",GSM827016|GSM827019|GSM827022,,GSE33443,human,GSM827017|GSM827020|GSM827023,GPL6244,2.0
drug:P5383,"Cells [Chemical/Ingredient]|Cultured Cell Line|Tumor cells, malignant|MCF-7 Cells",GSM827016|GSM827019|GSM827022,,GSE33443,human,GSM827018|GSM827021|GSM827024,GPL6244,2.0
drug:P5380,Entire breast|Cultured Cell Line|Epithelial Cells|Body tissue|Cells [Chemical/Ingredient],GSM824453|GSM824454,inhibitor|ligand,GSE33340,human,GSM824447|GSM824448,GPL6883,2.0
drug:P5381,Entire breast|Cultured Cell Line|Epithelial Cells|Body tissue|Cells [Chemical/Ingredient],GSM824453|GSM824454,inhibitor|ligand,GSE33340,human,GSM824451|GSM824452,GPL6883,2.0
drug:P5386,Cultured Cell Line|T-Lymphocyte|lymphoblast|Cells [Chemical/Ingredient],GSM829892|GSM829893,glucocorticoid|dimethyl sulfoxide|inhibitor|dexamethasone,GSE33562,human,GSM829898|GSM829899,GPL570,2.0
drug:P5136,Blood|Nose|Body tissue|Blood specimen,GSM673987|GSM673989|GSM673991|GSM673993,formaldehyde,GSE27263,human,GSM673920|GSM673944|GSM673946|GSM673948|GSM673950,GPL570,2.0
drug:P5132,Epithelial Cells|Kidney|Cultured Cell Line|Cells|Cells [Chemical/Ingredient],GSM672331|GSM672332|GSM672333,biomarker,GSE27210,human,GSM672334|GSM672335|GSM672336,GPL570,2.0
drug:P4276,Spinal Cord,GSM398778|GSM398779,water|ethanol|6alpha-methylprednisolone,GSE15878,rat,GSM398764|GSM398765,GPL6247,2.0
drug:P3591,Entire liver|Body tissue|Oral cavity|Liver parenchyma,GSM1975485|GSM1975502|GSM1975505,agonist|methyl cellulose|N(6)-(1-carboxyethyl)-L-lysine,GSE76163,"[human, mouse]",GSM1975484|GSM1975487|GSM1975490|GSM1975493|GSM1975496|GSM1975499,"[GPL11532, GPL11533]",2.0
drug:P3590,"U937 Cells|Cultured Cell Line|Monocytes|Plasma|Body tissue|Tumor cells, malignant|Cells [Chemical/Ingredient]",GSM1972948|GSM1972949,reactive oxygen species|reactive nitrogen species|RAINE SYNDROME,GSE76022,human,GSM1972952|GSM1972953,GPL570,2.0
drug:P4389,Bone Marrow|Body tissue|Entire liver,GSM432432|GSM432434|GSM432436|GSM432438,baclofen,GSE17266,mouse,GSM432445|GSM432447|GSM432449|GSM432451,GPL1261,2.0
drug:P4388,Body tissue|Entire liver,GSM432432|GSM432434|GSM432436|GSM432438,baclofen,GSE17266,mouse,GSM432433|GSM432435|GSM432437|GSM432439|GSM432440|GSM432441|GSM432442|GSM432443,GPL1261,2.0
drug:P3595,"Ovarian|Cells [Chemical/Ingredient]|Tumor cells, malignant",GSM198900|GSM198901,cisplatin|oxaliplatin|platinum,GSE8057,human,GSM198897|GSM198898,GPL8300,2.0
drug:P4382,neutrophil|Cells|Leukocytes,GSM422126|GSM422127|GSM422128|GSM422129,methicillin|oligonucleotide,GSE16837,human,GSM422216|GSM422217|GSM422218|GSM422219,GPL570,2.0
drug:P4385,neutrophil|Cells|Leukocytes,GSM422126|GSM422127|GSM422128|GSM422129,methicillin|oligonucleotide,GSE16837,human,GSM422228|GSM422229|GSM422230,GPL570,2.0
drug:P3594,"Ovarian|Cells [Chemical/Ingredient]|Tumor cells, malignant",GSM198900|GSM198901,cisplatin|oxaliplatin|platinum,GSE8057,human,GSM198895|GSM198896,GPL8300,2.0
drug:P3596,"Ovarian|Cells [Chemical/Ingredient]|Tumor cells, malignant",GSM198900|GSM198901,oxaliplatin|cisplatin|platinum,GSE8057,human,GSM198902|GSM198903,GPL8300,2.0
drug:P3601,"Ovarian|Cells [Chemical/Ingredient]|Tumor cells, malignant",GSM198900|GSM198901,cisplatin|oxaliplatin|platinum,GSE8057,human,GSM198920|GSM198921,GPL8300,2.0
drug:P3600,"Ovarian|Cells [Chemical/Ingredient]|Tumor cells, malignant",GSM198900|GSM198901,cisplatin|oxaliplatin|platinum,GSE8057,human,GSM198918|GSM198919,GPL8300,2.0
drug:P3603,"Ovarian|Cells [Chemical/Ingredient]|Tumor cells, malignant",GSM198900|GSM198901,oxaliplatin|cisplatin|platinum,GSE8057,human,GSM198927|GSM198928,GPL8300,2.0
drug:P3606,"Ovarian|Cells [Chemical/Ingredient]|Tumor cells, malignant",GSM198900|GSM198901,oxaliplatin|cisplatin|platinum,GSE8057,human,GSM198933|GSM198934,GPL8300,2.0
drug:P3609,"Ovarian|Cells [Chemical/Ingredient]|Tumor cells, malignant",GSM198910|GSM198911|GSM198912|GSM198913,cisplatin|oxaliplatin|platinum,GSE8057,human,GSM198897|GSM198898,GPL8300,2.0
drug:P3608,"Ovarian|Cells [Chemical/Ingredient]|Tumor cells, malignant",GSM198910|GSM198911|GSM198912|GSM198913,cisplatin|oxaliplatin|platinum,GSE8057,human,GSM198895|GSM198896,GPL8300,2.0
drug:P4036,Cells [Chemical/Ingredient],GSM360306|GSM360307|GSM360308,retinoic acid,GSE14427,human,GSM360273|GSM360274|GSM360275,GPL6102,2.0
drug:P4131,Spinal Cord,GSM398702|GSM398703,water|ethanol|6alpha-methylprednisolone,GSE15878,rat,GSM398788|GSM398789,GPL6247,2.0
drug:P4136,Spinal Cord,GSM398702|GSM398703,ethanol|6alpha-methylprednisolone,GSE15878,rat,GSM398798|GSM398799,GPL6247,2.0
drug:P4451,Body tissue|Entire liver|Mouse Liver,GSM444096|GSM444097|GSM444098|GSM444099,oxygen atom|2-butoxyethanol,GSE17880,mouse,GSM444100|GSM444101|GSM444102|GSM444104,GPL1261,2.0
drug:P5548,Hippocampus (Brain)|Body tissue|Prefrontal Cortex,GSM884930|GSM884931|GSM884932|GSM884933|GSM884934|GSM884935|GSM884936|GSM884937,inhibitor,GSE36237,mouse,GSM884882|GSM884883|GSM884884|GSM884885|GSM884886|GSM884887|GSM884888|GSM884889,GPL1261,2.0
drug:P5549,Body tissue|Prefrontal Cortex,GSM884930|GSM884931|GSM884932|GSM884933|GSM884934|GSM884935|GSM884936|GSM884937,inhibitor|protein polypeptide chain,GSE36237,mouse,GSM884906|GSM884907|GSM884908|GSM884909|GSM884910|GSM884911|GSM884912|GSM884913,GPL1261,2.0
drug:P4197,Spinal Cord,GSM398714|GSM398715,ethanol|6alpha-methylprednisolone,GSE15878,rat,GSM398800|GSM398801,GPL6247,2.0
drug:P4137,Spinal Cord,GSM398702|GSM398703,ethanol|6alpha-methylprednisolone,GSE15878,rat,GSM398800|GSM398801,GPL6247,2.0
drug:P5540,Hippocampus (Brain)|Body tissue,GSM884898|GSM884899|GSM884900|GSM884901|GSM884902|GSM884903|GSM884904|GSM884905,inhibitor,GSE36237,mouse,GSM884882|GSM884883|GSM884884|GSM884885|GSM884886|GSM884887|GSM884888|GSM884889,GPL1261,2.0
drug:P4190,Spinal Cord,GSM398714|GSM398715,water|ethanol|6alpha-methylprednisolone,GSE15878,rat,GSM398786|GSM398787,GPL6247,2.0
drug:P5542,Hippocampus (Brain)|Body tissue|Prefrontal Cortex,GSM884898|GSM884899|GSM884900|GSM884901|GSM884902|GSM884903|GSM884904|GSM884905,inhibitor,GSE36237,mouse,GSM884914|GSM884915|GSM884916|GSM884917|GSM884918|GSM884919|GSM884920|GSM884921,GPL1261,2.0
drug:P5543,Hippocampus (Brain)|Body tissue|Prefrontal Cortex,GSM884922|GSM884923|GSM884924|GSM884925|GSM884926|GSM884927|GSM884928|GSM884929,inhibitor|protein polypeptide chain,GSE36237,mouse,GSM884874|GSM884875|GSM884876|GSM884877|GSM884878|GSM884879|GSM884880|GSM884881,GPL1261,2.0
drug:P5544,Hippocampus (Brain)|Body tissue|Prefrontal Cortex,GSM884922|GSM884923|GSM884924|GSM884925|GSM884926|GSM884927|GSM884928|GSM884929,inhibitor|protein polypeptide chain,GSE36237,mouse,GSM884882|GSM884883|GSM884884|GSM884885|GSM884886|GSM884887|GSM884888|GSM884889,GPL1261,2.0
drug:P5546,Body tissue|Prefrontal Cortex,GSM884922|GSM884923|GSM884924|GSM884925|GSM884926|GSM884927|GSM884928|GSM884929,inhibitor|protein polypeptide chain,GSE36237,mouse,GSM884914|GSM884915|GSM884916|GSM884917|GSM884918|GSM884919|GSM884920|GSM884921,GPL1261,2.0
drug:P5547,Hippocampus (Brain)|Body tissue|Prefrontal Cortex,GSM884930|GSM884931|GSM884932|GSM884933|GSM884934|GSM884935|GSM884936|GSM884937,inhibitor|protein polypeptide chain,GSE36237,mouse,GSM884874|GSM884875|GSM884876|GSM884877|GSM884878|GSM884879|GSM884880|GSM884881,GPL1261,2.0
drug:P4192,Spinal Cord,GSM398714|GSM398715,water|ethanol|6alpha-methylprednisolone,GSE15878,rat,GSM398790|GSM398791,GPL6247,2.0
drug:P4193,Spinal Cord,GSM398714|GSM398715,water|ethanol|6alpha-methylprednisolone,GSE15878,rat,GSM398792|GSM398793,GPL6247,2.0
drug:P1041,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230710|GSM1230711|GSM1230712,paclitaxel|eribulin,GSE50831,human,GSM1230734|GSM1230735|GSM1230736,GPL570,2.0
drug:P1040,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230710|GSM1230711|GSM1230712,eribulin|paclitaxel,GSE50831,human,GSM1230731|GSM1230732|GSM1230733,GPL570,2.0
drug:P1043,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230710|GSM1230711|GSM1230712,paclitaxel|eribulin,GSE50831,human,GSM1230743|GSM1230744|GSM1230745,GPL570,2.0
drug:P1042,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230710|GSM1230711|GSM1230712,eribulin|paclitaxel,GSE50831,human,GSM1230740|GSM1230741|GSM1230742,GPL570,2.0
drug:P1045,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230710|GSM1230711|GSM1230712,paclitaxel|eribulin,GSE50831,human,GSM1230752|GSM1230753|GSM1230754,GPL570,2.0
drug:P1044,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230710|GSM1230711|GSM1230712,eribulin|paclitaxel,GSE50831,human,GSM1230749|GSM1230750|GSM1230751,GPL570,2.0
drug:P1047,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230710|GSM1230711|GSM1230712,paclitaxel|eribulin,GSE50831,human,GSM1230761|GSM1230762|GSM1230763,GPL570,2.0
drug:P1046,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230710|GSM1230711|GSM1230712,eribulin|paclitaxel,GSE50831,human,GSM1230758|GSM1230759|GSM1230760,GPL570,2.0
drug:P1049,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230710|GSM1230711|GSM1230712,paclitaxel|eribulin,GSE50831,human,GSM1230770|GSM1230771|GSM1230772,GPL570,2.0
drug:P1048,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230710|GSM1230711|GSM1230712,eribulin|paclitaxel,GSE50831,human,GSM1230767|GSM1230768|GSM1230769,GPL570,2.0
drug:P1519,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230836|GSM1230837|GSM1230838,paclitaxel|eribulin,GSE50831,human,GSM1230842|GSM1230843|GSM1230844,GPL570,2.0
drug:P1518,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230836|GSM1230837|GSM1230838,eribulin|paclitaxel,GSE50831,human,GSM1230839|GSM1230840|GSM1230841,GPL570,2.0
drug:P113,Urinary Bladder|Cultured Cell Line|Entire cell|HL60|Malignant Epithelial Cell|Cells [Chemical/Ingredient],GSM1022232|GSM1022233,inhibitor,GSE41754,human,GSM1022244|GSM1022245,"[GPL10558, GPL13534]",2.0
drug:P112,Urinary Bladder|Cultured Cell Line|Entire cell|HL60|Malignant Epithelial Cell|Cells [Chemical/Ingredient],GSM1022232|GSM1022233,inhibitor,GSE41754,human,GSM1022242|GSM1022243,"[GPL10558, GPL13534]",2.0
drug:P111,Urinary Bladder|Cultured Cell Line|Entire cell|Malignant Epithelial Cell,GSM1022232|GSM1022233,inhibitor,GSE41754,human,GSM1022238|GSM1022239,"[GPL10558, GPL13534]",2.0
drug:P4450,Body tissue|Entire liver|Entire spleen|Mouse Liver|Mouse Spleen,GSM444096|GSM444097|GSM444098|GSM444099,oxygen atom|2-butoxyethanol,GSE17880,mouse,GSM444092|GSM444093|GSM444094|GSM444095,GPL1261,2.0
drug:P110,Urinary Bladder|Cultured Cell Line|Entire cell|Malignant Epithelial Cell,GSM1022232|GSM1022233,inhibitor,GSE41754,human,GSM1022236|GSM1022237,"[GPL10558, GPL13534]",2.0
drug:P117,Urinary Bladder|Cultured Cell Line|Entire cell|Malignant Epithelial Cell,GSM1022232|GSM1022233,inhibitor,GSE41754,human,GSM1022254|GSM1022255,"[GPL10558, GPL13534]",2.0
drug:P116,Urinary Bladder|Cultured Cell Line|Entire cell|Malignant Epithelial Cell,GSM1022232|GSM1022233,inhibitor,GSE41754,human,GSM1022252|GSM1022253,"[GPL10558, GPL13534]",2.0
drug:P4639,Cultured Cell Line|Embryo|Fibroblasts|Cells [Chemical/Ingredient],GSM552285|GSM552286|GSM552287,carcinogenic agent,GSE22180,mouse,GSM552273|GSM552274|GSM552275,GPL1261,2.0
drug:P4631,Cultured Cell Line|Embryo|Fibroblasts|Cells [Chemical/Ingredient],GSM552285|GSM552286|GSM552287,carcinogenic agent,GSE22180,mouse,GSM552243|GSM552244|GSM552245,GPL1261,2.0
drug:P4630,3-methylcholanthrene|Cultured Cell Line|Embryo|Fibroblasts|Cells [Chemical/Ingredient],GSM552258|GSM552259|GSM552260,carcinogenic agent,GSE22180,mouse,GSM552297|GSM552298|GSM552299,GPL1261,2.0
drug:P114,Urinary Bladder|Cultured Cell Line|Entire cell|HL60|Malignant Epithelial Cell|Cells [Chemical/Ingredient],GSM1022232|GSM1022233,inhibitor,GSE41754,human,GSM1022246|GSM1022247,"[GPL10558, GPL13534]",2.0
drug:P4636,Cultured Cell Line|Embryo|Fibroblasts|Cells [Chemical/Ingredient],GSM552285|GSM552286|GSM552287,carcinogenic agent,GSE22180,mouse,GSM552264|GSM552265|GSM552266,GPL1261,2.0
drug:P5650,Structure of cortex of kidney|Neurons|Brain|Cells|Apical ramus of apical segmental bronchus|Posterior ramus of posterior segmental artery,GSM947917|GSM947923|GSM947946|GSM947952|GSM947958,"N-methyl-D-aspartic acid|rolipram|idose|methotrexate|solvent|radical scavenger|agonist|indomethacin|L-proline residue|mifepristone|minocycline|immunomodulator|moxalactam|NMDA receptor antagonist|ethyl|memantine|nimodipine|phenytoin|propranolol|simvastatin|Balkan Nephropathy|cyclophosphamide hydrate|diethyl phthalate|water|resveratrol|ethanol|CDP-choline|citrate(3-)|agmatine|3,3',5-triiodo-L-thyronine|antibiotic|enzyme inhibitor|hormone|phenylalanine|clofibric acid|benzamide|dimethyl sulfoxide|oxidochlorine(.)|azathioprine|baclofen|ferulate|glutamate(2-)|sodium iodide|Single-minded homolog 2",GSE38701,mouse,GSM947918|GSM947919|GSM947920|GSM947921|GSM947924|GSM947925|GSM947926|GSM947927|GSM947929|GSM947930|GSM947931|GSM947932|GSM947933|GSM947935|GSM947936|GSM947937|GSM947938|GSM947939|GSM947941|GSM947942|GSM947943|GSM947944|GSM947945|GSM947947|GSM947948|GSM947949|GSM947950|GSM947951|GSM947953|GSM947954|GSM947955|GSM947956|GSM947959|GSM947960|GSM947961|GSM947962,GPL6105,2.0
drug:P184,Adipose tissue|Cells|Adipocytes,GSM1035793|GSM1035794|GSM1035795|GSM1035796,oleic acid|monounsaturated fatty acid|palmitic acid|ethanol|saturated fatty acid|palmitoleic acid|stearic acid|fatty acid|poly(methyl acrylate) macromolecule,GSE42220,mouse,GSM1035809|GSM1035810|GSM1035811,GPL11533,2.0
