gene	GSM5632354	GSM5632355	GSM5632356	GSM5632357	GSM5632358	GSM5632359	GSM5632360	GSM5632361	GSM5632362	GSM5632363	GSM5632364	GSM5632365
Ahcyl1	5446	2746	5106	2863	3736	2588	2577	3547	4858	3405	5398	5504
Ahcyl2	705	353	543	287	381	280	352	402	622	524	737	719
Ahdc1	2573	1159	2329	1197	1153	1042	955	1113	1843	1536	2076	2378
Ahi1	581	246	471	248	381	213	270	383	518	454	581	551
Ahnak	24080	7092	19575	13260	18379	11567	11654	13816	21766	15113	20090	22058
Ahnak2	1132	312	975	664	917	489	684	804	1182	822	1092	1172
Ahr	274	92	170	83	121	48	165	212	281	404	459	501
Ahrr	591	241	461	315	412	201	659	815	1086	965	1450	1550
Ahsa1	2165	1038	1823	929	1123	859	926	1146	1890	1324	1936	1920
Ahsa2	818	467	773	390	512	289	454	479	655	525	738	863
Ahsg	0	0	0	0	0	0	0	0	0	0	0	0
Ahsp	5	5	5	2	1	2	2	1	7	6	2	5
Aida	1776	939	1609	780	964	715	703	803	1225	1060	1389	1519
Aif1	132	53	74	28	43	29	26	16	35	27	49	42
Aif1l	420	225	423	166	168	156	163	168	309	309	320	423
Aifm1	799	362	735	316	412	358	345	392	673	507	683	713
Aifm2	938	460	871	453	591	340	499	563	862	751	973	971
Aifm3	105	42	120	48	47	29	39	42	55	68	77	131
Aig1	231	115	224	69	106	108	97	115	183	217	238	262
Aim1	44	12	67	27	21	30	21	13	36	24	40	59
Aim1l	2	3	4	2	3	1	0	1	2	1	1	0
Aim2	0	0	0	1	1	1	4	0	1	1	1	6
Aimp1	679	411	648	324	393	295	295	343	596	440	620	656
Aimp2	613	303	525	276	316	219	285	271	479	364	488	529
Aip	679	394	677	316	358	268	291	355	571	404	602	661
Aipl1	3	0	3	1	0	1	1	0	1	0	2	4
Aire	4	2	0	0	1	0	1	1	3	0	10	13
Ajap1	21	5	15	2	10	2	9	7	12	4	15	10
Ajuba	969	527	1007	289	471	352	266	374	588	580	847	866
Ak1	758	450	751	331	408	294	332	386	667	501	740	860
Ak2	1516	808	1360	560	675	535	519	618	1126	797	1182	1257
Ak3	620	303	501	278	374	284	214	288	468	329	513	547
Ak4	2064	1118	2139	785	1257	581	1187	1780	2411	1568	2918	3334
Ak5	6	0	6	4	7	0	2	1	6	1	5	4
Ak6	256	103	203	109	121	71	67	124	190	161	222	192
Ak7	8	8	3	4	2	5	5	6	5	5	4	4
Ak8	1	0	1	0	0	0	1	0	1	0	0	1
Akap1	886	445	818	487	494	462	450	495	929	678	871	821
Akap10	982	407	829	489	643	356	466	568	764	746	977	938
Akap11	2761	977	2269	1041	1639	1062	1080	1415	1866	1697	2257	2570
Akap12	1590	555	1335	779	887	644	398	603	837	876	1163	1091
Akap13	3090	868	2491	1767	2025	1675	1578	1642	2875	2180	2714	3161
Akap14	2	0	5	4	3	3	3	0	3	3	4	4
Akap17a	1481	815	1441	642	738	582	640	789	1177	952	1401	1547
Akap17b	421	165	397	154	280	116	141	172	237	241	382	340
Akap2	4625	1798	4170	1902	2313	1489	1342	1789	2892	2296	3433	3512
Akap3	2	0	3	1	3	0	1	0	4	2	2	4
Akap4	1	0	1	0	0	0	0	0	0	0	0	0
Akap5	16	5	11	7	13	10	11	10	8	12	31	17
Akap6	47	11	30	15	11	13	9	15	37	50	47	36
Akap7	100	41	108	55	64	52	48	72	95	77	101	89
Akap8	3806	1744	3619	1814	2398	1595	2020	2317	3495	2708	3860	4113
Akap8l	3254	1838	3917	1769	2398	1438	2214	2369	3212	2587	4110	4273
Akap9	6826	2081	5717	2687	4567	2503	2536	3934	4626	4273	6382	5976
Akip1	244	142	249	141	180	136	146	190	216	145	250	332
Akirin1	1030	480	1001	389	462	474	395	420	728	716	847	926
Akirin2	1410	674	1145	654	702	571	573	686	1024	875	1186	1191
Akna	897	416	923	433	466	523	293	451	878	512	658	716
Aknad1	220	104	233	76	123	51	118	172	269	125	202	271
Akp3	0	0	0	1	0	0	2	1	0	0	0	4
Akr1a1	6747	3848	6058	2630	3470	2716	2776	3365	5072	3941	6001	6128
Akr1b1	777	414	687	287	363	346	269	331	536	377	647	734
Akr1b1-ps1	0	0	1	0	0	2	0	1	0	0	0	0
Akr1b1-ps2	161	77	161	57	86	73	62	55	111	84	111	131
Akr1b1-ps3	1	0	0	0	0	0	0	0	0	0	0	3
Akr1b10	5	0	3	1	1	0	3	2	5	2	3	5
Akr1b7	0	0	2	0	0	0	5	1	3	4	0	1
Akr1b8	111	26	59	22	35	21	55	56	92	30	42	96
Akr1c1	0	0	0	0	0	0	0	0	0	0	0	0
Akr1c12	0	0	0	0	0	0	0	0	0	0	0	0
Akr1c12l1	0	0	0	0	0	0	0	0	0	0	0	0
Akr1c13	1	0	4	1	1	1	0	0	0	0	2	0
Akr1c14	83	32	56	23	30	26	15	18	26	22	29	18
Akr1c19	9	1	2	10	5	3	0	4	8	2	6	7
Akr1c2	0	0	0	0	0	0	0	0	0	0	0	0
Akr1c3	0	0	0	0	0	0	0	0	0	0	0	0
Akr1cl	1	0	0	0	0	0	0	0	1	0	0	0
Akr1d1	0	0	0	0	0	0	0	0	0	1	0	0
Akr1e2	106	66	63	45	77	22	53	75	69	76	128	125
Akr7a2	546	359	407	218	252	195	176	208	289	245	320	396
Akr7a3	1	0	0	0	1	0	1	1	5	1	2	4
Akt1	7823	4445	7136	2985	3127	2783	2412	3032	4941	4452	6584	6913
Akt1s1	1462	825	1429	632	667	595	657	739	1279	941	1137	1386
Akt2	4038	2201	3735	2124	2408	1995	1641	2083	3561	2162	3157	3390
Akt3	1493	457	1297	650	998	584	620	637	995	876	1237	1343
Aktip	432	216	393	143	170	124	132	128	278	234	321	339
Alad	421	268	348	146	146	135	162	166	277	250	347	376
Alas1	419	249	376	151	185	180	164	163	350	270	331	432
Alas2	59	11	49	18	28	29	33	23	55	37	38	71
Alb	1	0	2	0	0	0	0	0	0	0	1	0
Alcam	1705	665	1445	520	663	455	315	424	647	697	884	959
Aldh16a1	680	330	689	297	326	281	316	261	554	471	558	634
Aldh18a1	19	11	18	4	11	11	8	8	15	13	12	24
Aldh18a1-2	23	6	17	11	7	16	9	10	15	4	24	22
Aldh1a1	3	1	0	0	3	0	0	0	0	1	2	1
Aldh1a2	70	38	53	63	77	61	40	83	78	16	38	34
Aldh1a3	472	102	289	185	90	162	140	122	210	162	192	206
Aldh1a7	4	3	0	4	3	0	1	2	1	3	1	2
Aldh1b1	16	21	26	8	8	7	7	7	8	10	18	18
Aldh1l1	11	1	8	6	7	1	9	8	13	5	11	7
Aldh1l2	4220	2015	3964	1578	1810	1636	923	1309	2320	1859	3092	3035
Aldh2	1302	717	1102	608	673	584	563	624	1096	735	976	1048
Aldh3a1	34	10	26	40	36	27	25	22	43	20	16	25
Aldh3a2	739	432	587	309	379	320	219	288	400	341	476	482
Aldh3b1	30	10	23	8	13	11	11	13	19	17	19	24
Aldh3b2	0	0	0	0	1	0	0	0	0	0	2	1
Aldh4a1	153	49	123	76	86	73	83	90	145	84	106	130
Aldh5a1	149	51	123	60	57	49	58	36	103	91	98	147
Aldh6a1	1447	656	1356	1052	1495	913	836	1094	1580	894	1151	1281
Aldh7a1	1994	1116	1970	832	1078	826	836	967	1711	1331	1781	1808
Aldh8a1	1	3	1	1	7	4	5	13	8	3	11	16
Aldh9a1	659	306	704	328	299	289	255	252	501	410	557	655
Aldoa	7306	4715	6110	2587	3712	1849	3452	4995	6563	4984	8300	9990
Aldoart2	8	5	6	0	2	1	3	6	6	5	15	14
Aldob	3	1	4	1	0	0	1	2	5	0	2	0
Aldoc	876	657	823	555	1148	321	732	1291	1293	564	1330	1507
Alg1	414	228	499	217	235	211	223	184	412	318	410	496
Alg10	879	199	697	383	546	362	364	469	600	584	692	819
Alg11	902	435	932	412	592	460	470	542	907	679	1025	1038
Alg12	434	216	381	210	243	216	179	223	379	255	361	393
Alg13	144	92	131	68	87	76	85	78	105	106	146	145
Alg14	483	263	466	214	256	233	216	244	369	318	427	488
Alg2	1100	581	1083	445	485	553	466	531	993	787	845	1169
Alg3	812	414	565	361	357	278	386	408	795	548	724	838
Alg5	801	457	751	371	453	370	282	388	534	444	685	667
Alg6	354	195	339	138	235	164	188	222	307	253	316	408
Alg8	567	284	533	280	343	240	251	295	528	432	520	591
Alg9	490	238	429	164	214	215	142	187	343	317	367	442
Alk	31	16	63	33	43	34	16	19	44	24	16	31
Alkbh1	1195	577	1122	516	810	535	605	777	1108	825	1371	1339
Alkbh2	68	42	55	24	21	15	25	16	28	26	37	57
Alkbh3	752	392	693	368	473	300	344	460	647	457	706	817
Alkbh4	110	67	115	39	51	48	40	56	91	69	127	119
Alkbh5	1126	508	1033	461	559	399	436	587	939	732	1069	1183
Alkbh6	1	3	7	2	1	0	2	2	4	0	2	2
Alkbh7	161	73	123	91	89	77	61	78	110	58	80	131
Alkbh8	620	222	487	233	424	245	243	336	394	381	593	585
Allc	0	0	0	0	0	0	0	0	0	0	0	0
Alms1	1607	457	1236	648	994	574	617	706	1050	939	1324	1383
Alox12	573	205	705	496	468	516	328	292	630	262	299	321
Alox12b	1	1	0	0	0	0	0	1	0	0	0	0
Alox12e	0	0	0	0	0	0	1	0	0	0	0	1
Alox15	9	8	18	8	9	12	12	9	25	11	8	10
Alox15b	0	0	0	0	1	0	0	0	0	0	0	1
Alox5	5	2	2	7	2	6	6	3	14	11	22	23
Alox5ap	14	8	7	23	31	20	23	26	28	11	17	15
Aloxe3	13	2	9	2	9	1	6	14	9	8	20	19
Alpi	1	0	0	0	0	0	3	1	1	3	1	3
Alpk1	126	21	85	70	81	51	54	49	72	99	64	100
Alpk2	74	32	60	27	37	29	22	42	43	50	56	72
Alpk3	44	11	26	13	9	5	19	17	25	27	27	31
Alpl	10436	5195	8251	5264	3410	5013	3487	3267	8048	5642	6078	7516
Alpp	0	2	1	0	1	0	2	1	1	3	1	2
Alppl2	35	28	44	11	28	15	36	36	30	42	62	64
Als2	970	404	850	353	459	371	424	408	754	720	827	933
Als2cl	675	329	743	420	655	413	410	517	812	431	752	759
Als2cr11	0	0	0	0	0	0	0	0	0	0	0	0
Als2cr12	0	0	0	0	1	0	2	2	3	0	3	5
Alx1	0	2	2	1	1	1	0	3	1	2	2	2
Alx3	9	3	2	1	1	1	2	1	8	1	1	7
Alx4	17	6	9	20	19	20	3	14	12	5	5	3
Alyref	2130	1054	1926	818	897	772	845	1070	1723	1424	1902	1969
Amacr	470	251	451	154	190	160	165	162	270	307	372	452
Ambn	0	0	0	1	0	0	0	0	0	0	0	0
Ambp	4	2	5	0	5	1	0	4	5	4	3	6
Ambra1	1337	552	1242	632	624	624	512	593	1079	791	1104	1257
Amd1	1797	970	1585	837	1053	737	950	1142	1708	1241	1766	1809
Amdhd1	0	1	0	2	0	0	2	0	0	1	0	0
Amdhd2	186	95	168	78	89	76	50	44	118	98	140	139
Amelx	7	4	5	2	1	1	0	0	1	0	2	5
Amer1	522	130	358	197	254	133	148	176	260	262	353	365
Amer2	25	6	25	5	11	9	5	5	11	11	7	23
Amer3	0	0	0	0	0	0	0	2	0	0	0	0
Amfr	4768	2440	4543	2030	2152	2086	1704	2032	3276	2804	3698	4212
Amh	1	5	7	4	0	0	4	1	4	3	1	4
Amhr2	14	8	8	10	6	5	4	12	11	5	4	28
Amica1	3	4	4	1	2	3	2	0	1	2	0	0
Amigo1	324	182	262	120	159	113	78	109	194	204	242	222
Amigo2	55	33	51	24	33	27	27	23	36	31	32	57
Amigo3	227	111	205	86	73	83	75	60	146	141	159	192
Ammecr1	558	185	512	316	386	310	289	379	587	409	552	610
Ammecr1l	1312	541	1211	574	640	547	696	670	1262	1028	1321	1481
Amn	0	1	0	0	0	0	1	0	1	0	0	0
Amn1	263	137	186	102	148	97	103	146	188	162	238	218
Amot	1210	415	1060	486	531	464	401	452	800	628	856	999
Amotl1	6365	2395	5911	2622	2795	2419	2249	2625	4424	3844	5457	5940
Amotl2	4568	2373	4596	1913	1868	1843	1634	2063	3477	2941	4029	4425
Ampd1	17	3	14	5	10	1	8	5	18	15	13	8
Ampd2	2785	1474	2781	1223	1411	1152	1253	1452	2391	2015	2698	3082
Ampd3	420	211	404	209	228	180	176	205	321	276	329	459
Amph	7	1	1	1	0	2	0	0	0	1	1	2
Amt	496	297	558	232	286	205	266	273	404	331	551	634
Amtn	2	2	0	0	1	0	0	1	0	0	2	0
Amy1a	2	2	0	1	3	0	2	1	1	2	0	1
Amy2a3	0	0	0	0	0	0	0	0	0	0	0	0
Amz1	105	64	118	39	65	47	61	73	131	101	141	129
Amz2	1422	732	1299	555	753	546	536	775	1002	879	1359	1525
Anapc1	6235	2094	4877	2382	3103	2171	2155	2378	3849	3544	4296	4813
Anapc10	471	241	366	170	250	168	183	213	301	264	378	358
Anapc11	1034	642	855	411	599	395	423	564	726	601	850	889
Anapc13	353	191	284	163	156	142	163	183	281	210	361	286
Anapc15	398	179	358	196	212	161	222	204	300	273	355	400
Anapc16	660	332	583	327	421	321	310	379	578	416	599	580
Anapc2	2550	1356	2422	1072	1276	923	991	1217	1780	1413	2068	2366
Anapc4	2359	1196	2075	1015	1386	911	952	1219	1546	1465	2045	2091
Anapc5	7121	3920	6614	2987	4335	2885	2664	3611	4942	4156	6245	6386
Anapc7	954	530	1001	432	514	379	447	503	856	697	890	1069
Andpro	0	0	0	0	0	0	0	0	0	0	0	0
Ang	27	11	27	8	22	12	4	7	16	5	22	20
Ang2	1	0	0	1	0	0	0	0	0	0	0	0
Angel1	1209	686	1110	365	402	333	397	405	690	647	1000	993
Angel2	1033	412	787	450	522	354	447	514	783	665	888	999
Angpt1	870	351	863	535	571	560	232	271	368	378	499	558
Angpt2	575	231	353	460	605	336	250	300	392	238	344	284
Angpt4	15	1	3	9	5	5	0	3	1	2	2	6
Angptl1	1025	463	930	402	509	318	307	402	517	523	736	722
Angptl2	5592	2283	4670	1158	1315	907	1225	1434	2457	2770	3820	4633
Angptl3	0	0	0	0	0	1	0	0	1	0	0	0
Angptl4	730	295	513	249	308	167	223	199	282	432	500	487
Angptl6	5	1	4	0	1	3	1	0	3	3	3	2
Ank1	4	1	6	1	4	4	6	13	12	6	7	20
Ank2	2878	863	2549	1338	1624	1340	1071	1170	2121	1819	2123	2468
Ank3	457	120	418	202	277	214	179	244	344	266	347	391
Ankar	59	27	44	20	35	20	30	37	40	39	60	55
Ankdd1a	32	16	26	23	24	9	24	21	22	27	39	40
Ankdd1b	32	16	27	14	13	23	17	19	40	25	37	47
Ankef1	10	5	4	0	0	2	0	0	0	0	0	0
Ankfy1	3157	1067	2656	1447	2006	1343	1516	1917	2807	2290	3192	3386
Ankh	1473	531	926	480	444	413	310	340	551	616	729	816
Ankhd1	3261	874	2669	1383	2023	1294	1319	1705	2489	2320	2816	2998
Ankib1	1490	569	1219	586	759	558	515	643	985	849	1162	1256
Ankk1	0	0	0	0	0	0	0	0	1	0	0	0
Ankle1	1084	546	1253	632	675	413	690	543	1070	999	1134	1516
Ankle2	2127	838	1753	900	1424	902	857	1110	1583	1250	1791	1814
Ankmy1	167	39	134	57	57	67	59	44	99	136	86	163
Ankmy2	1170	628	1080	586	708	487	459	601	850	700	994	916
Ankra2	0	1	1	2	0	1	0	3	1	0	5	0
Ankrd1	0	2	2	0	7	4	3	3	10	5	6	9
Ankrd10	3817	1546	3012	1420	2430	1366	1616	2334	2710	2579	4065	4115
Ankrd11	9182	3389	9120	4379	4872	3968	3362	4214	7454	5514	8120	8843
Ankrd12	1640	551	1217	552	994	516	568	718	1053	1039	1291	1406
Ankrd13a	3228	1518	2914	1421	1359	1277	1615	1583	2950	2302	2748	3191
Ankrd13b	681	322	663	318	340	360	326	315	635	430	604	672
Ankrd13c	242	135	202	103	172	107	117	182	197	176	201	227
Ankrd13d	126	86	126	64	72	57	66	56	95	107	147	145
Ankrd16	94	43	99	51	76	37	47	67	98	90	135	150
Ankrd17	7071	2101	6541	3231	3855	2968	3020	3372	6028	4973	6163	6835
Ankrd2	9	0	5	6	3	1	5	2	2	8	14	17
Ankrd22	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd23	71	44	72	28	62	32	42	58	72	72	86	132
Ankrd24	3	1	2	2	0	1	3	0	1	1	1	3
Ankrd26	977	311	858	421	697	383	448	674	808	758	1066	1164
Ankrd27	892	391	757	381	464	353	414	406	667	602	875	899
Ankrd28	2707	960	2188	1698	2436	1613	1650	2202	3031	1726	2514	2559
Ankrd29	88	29	76	29	36	20	23	42	40	31	58	68
Ankrd29-2	248	110	188	63	116	58	70	87	107	103	167	205
Ankrd31	1	0	1	0	0	0	0	0	0	0	2	1
Ankrd32	538	224	459	254	307	199	277	286	469	343	473	488
Ankrd33b	4	2	7	0	4	4	2	7	3	5	5	7
Ankrd34a	106	89	114	52	52	26	61	76	128	109	178	159
Ankrd34b	4	0	5	1	0	0	1	0	0	1	0	5
Ankrd34c	6	2	1	0	2	1	1	1	2	12	16	23
Ankrd35	7	6	9	18	16	15	14	9	29	3	3	11
Ankrd36	24	21	19	15	20	9	19	11	13	24	35	11
Ankrd37	74	71	80	36	74	33	31	119	81	29	116	101
Ankrd39	106	64	103	47	60	37	38	48	81	58	99	103
Ankrd40	1606	802	1513	818	808	687	704	852	1454	1034	1517	1614
Ankrd42	348	148	274	162	213	144	145	162	223	203	263	303
Ankrd44	728	276	541	462	604	402	352	414	581	383	482	486
Ankrd45	218	93	170	88	119	84	92	118	165	127	202	232
Ankrd46	1757	902	1545	761	1029	660	690	919	1243	1079	1597	1602
Ankrd49	486	226	356	195	240	152	204	255	357	281	392	377
Ankrd50	1613	688	1516	559	696	518	559	578	1043	1044	1462	1621
Ankrd52	1420	501	1434	710	702	647	708	704	1379	1159	1455	1730
Ankrd53	280	135	324	123	240	138	193	279	339	309	416	458
Ankrd54	348	242	336	183	183	199	185	196	321	277	351	379
Ankrd55	238	104	211	160	208	133	137	176	293	154	210	245
Ankrd6	129	51	124	25	39	22	46	39	57	96	104	140
Ankrd60	15	8	17	9	11	11	5	15	20	16	19	24
Ankrd61	44	24	35	21	32	20	15	44	25	37	38	52
Ankrd63	44	28	42	9	26	22	14	14	25	29	43	31
Ankrd65	0	0	1	0	0	0	0	0	0	0	2	0
Ankrd66	2	0	4	0	0	1	0	0	3	0	6	6
Ankrd7	2	0	1	1	1	0	0	6	7	3	5	4
Ankrd9	119	35	77	18	40	28	24	39	56	53	71	69
Anks1a	1139	560	1083	458	496	453	394	481	760	757	936	1092
Anks1b	17	12	14	7	7	11	2	7	5	9	16	22
Anks3	981	485	966	387	577	338	449	498	749	667	958	1015
Anks4b	12	17	5	7	12	1	10	14	12	8	13	6
Anks6	401	191	345	132	156	134	130	119	288	273	391	422
Ankub1	3	1	5	1	2	0	1	3	7	2	1	3
Ankzf1	1646	848	1715	840	1045	710	797	987	1541	1162	1565	1763
Anln	472	159	351	206	214	150	207	224	358	305	408	451
Anlnl1	943	312	723	476	515	364	417	426	817	672	706	915
Ano1	567	199	459	325	344	248	230	286	453	470	514	619
Ano10	856	469	782	399	372	358	251	308	504	483	562	660
Ano3	4	4	4	9	11	5	22	18	24	10	21	39
Ano4	32	20	45	20	16	21	14	5	21	17	27	22
Ano5	69	27	51	35	56	30	14	20	17	32	26	59
Ano6	1834	686	1458	760	731	658	657	615	1288	1022	1228	1444
Ano7	195	110	188	91	106	97	113	110	217	165	212	194
Ano8	958	561	895	391	385	377	413	379	721	652	923	1007
Ano9	3	4	4	1	5	3	5	5	5	9	6	21
Anp32a	3120	1780	2781	1086	1492	1038	1215	1600	2167	1656	2714	2712
Anp32b	5845	3327	5839	2609	2489	2418	1997	2475	4526	3235	4746	5077
Anp32e	2062	810	1955	795	1009	744	677	891	1489	1204	1770	1756
Anpep	1845	898	1429	908	1002	717	605	758	1150	794	1068	1216
Antxr1	4830	1766	3946	1489	1500	1346	1133	1236	2315	2930	3544	3933
Antxr2	884	371	731	433	389	391	347	335	646	546	678	777
Antxrl	0	0	1	0	0	1	1	0	0	0	0	0
Anxa1	1693	833	1220	790	856	561	873	1068	1448	1279	1601	1738
Anxa10	2	0	0	0	0	0	0	0	0	0	0	0
Anxa10-2	0	0	0	0	0	0	0	0	0	0	0	0
Anxa11	1845	1031	1553	1457	1308	1268	1155	1278	2453	1424	1708	2039
Anxa13	0	0	0	1	1	2	0	2	0	0	4	4
Anxa2	4014	2259	3299	2392	3278	1966	2966	4052	5352	2845	4489	4739
Anxa3	59	13	22	17	13	16	9	13	19	11	10	19
Anxa4	1799	831	1453	864	1000	634	879	1040	1574	1237	1578	1739
Anxa5	9908	5307	8504	4429	5304	3824	4728	5945	9024	6689	8962	10067
Anxa6	9058	4773	7973	3477	3744	3271	3366	3822	6112	5524	7424	8330
Anxa7	1659	785	1379	777	984	794	803	1052	1524	1130	1525	1645
Anxa8	1612	861	1556	1078	1345	841	1586	2296	2888	1517	2439	2437
Anxa9	10	7	18	5	11	3	7	7	20	11	6	26
Aoah	36	11	14	8	17	18	3	22	11	21	16	18
Aoc1	0	0	0	0	0	0	0	0	0	0	0	0
Aoc2-ps1	60	25	69	18	52	36	57	84	93	49	110	117
Aoc3	161	74	103	65	70	59	95	82	155	75	73	125
Aox1	484	205	437	413	574	233	670	724	1029	694	963	1037
Aox2	42	14	39	11	19	24	24	17	65	49	50	54
Aox3	5	0	0	1	2	1	2	4	3	8	1	3
Aox4	1	1	0	0	0	1	2	2	5	0	4	3
Ap1ar	1038	475	914	431	545	410	383	471	784	629	868	818
Ap1b1	1388	690	1205	529	543	605	632	622	1132	961	1160	1320
Ap1g1	2076	670	1665	841	1154	749	854	1059	1602	1441	1821	1925
Ap1m1	1822	944	1676	821	835	751	748	841	1416	1161	1374	1626
Ap1m2	1	2	2	0	1	2	2	1	3	0	1	0
Ap1s1	723	393	620	318	335	256	311	366	590	459	699	647
Ap1s2	750	392	730	321	400	315	272	314	528	520	666	686
Ap1s3	210	115	177	70	87	72	79	100	106	126	197	188
Ap2a1	2529	1327	2432	1155	1231	1176	1148	1222	2165	1916	2329	2648
Ap2a2	3008	1572	2645	1404	1515	1268	1219	1462	2379	1765	2223	2629
Ap2b1	2439	1001	1939	933	1211	858	941	1109	1697	1567	1809	2083
Ap2m1	7192	3973	6455	3231	3434	2914	2692	3226	5521	4164	5341	6157
Ap2s1	561	320	375	178	256	192	236	227	379	319	470	448
Ap3b1	2562	1165	2308	1035	1123	1025	1004	1137	2046	1674	2155	2323
Ap3b2	14	9	11	15	16	10	5	10	20	4	15	15
Ap3d1	5470	2386	5007	2330	2269	2235	1933	2133	3944	3337	4272	4454
Ap3m1	1478	763	1268	613	750	585	574	664	1043	1000	1216	1271
Ap3m2	59	26	81	16	19	27	26	30	39	40	52	67
Ap3s1	458	266	446	212	263	180	197	259	419	346	415	449
Ap3s2	423	245	355	164	178	125	145	144	235	228	291	301
Ap4b1	634	320	550	288	369	273	297	316	492	352	536	589
Ap4e1	629	215	531	252	389	231	269	409	520	421	644	661
Ap4m1	442	214	466	190	252	165	223	236	319	308	436	479
Ap4s1	141	68	98	42	68	63	32	43	75	71	78	71
Ap5b1	103	67	122	53	48	52	46	56	114	69	85	144
Ap5m1	474	183	398	179	315	213	174	225	388	344	393	451
Ap5s1	197	88	193	79	101	74	92	91	174	122	188	221
Ap5z1	473	231	502	205	235	158	192	203	377	289	382	504
Apaf1	1327	643	1211	516	770	507	542	670	953	784	1188	1258
Apba1	190	79	181	42	52	53	43	49	87	115	117	136
Apba2	30	19	39	6	11	12	11	8	25	42	40	35
Apba3	832	439	742	359	403	323	398	464	727	528	805	905
Apbb1	648	342	614	289	275	243	248	252	409	324	495	571
Apbb1ip	107	56	104	48	45	42	43	84	134	91	122	127
Apbb2	3326	1643	3401	1929	2144	1891	1521	1704	3053	2101	2603	3117
Apbb3	707	363	714	363	519	314	382	382	671	461	718	793
Apc	3437	999	2883	1283	1768	1219	1080	1348	2265	2187	2755	2751
Apc2	195	95	204	97	89	70	62	89	124	155	173	202
Apcdd1	669	315	491	268	268	244	460	484	923	731	893	1082
Apcdd1l	13	5	13	9	7	2	7	8	4	13	12	8
Apcs	0	0	0	0	0	0	0	0	0	0	0	0
Apeh	717	426	644	329	398	314	347	386	641	516	700	792
Apex1	1075	549	876	444	522	411	458	441	829	676	911	888
Apex2	280	153	232	116	171	114	105	115	219	191	207	272
Apex2l1	0	0	0	0	0	0	0	0	0	0	0	0
Aph1a	1222	640	1076	494	567	503	516	684	1048	778	1136	1278
Aph1b	0	0	1	0	0	1	0	0	0	0	2	1
Api5	2680	1236	2436	1134	1481	1028	1018	1310	1923	1755	2281	2303
Apip	207	118	189	102	126	108	109	100	189	140	154	138
Apitd1	276	167	207	112	132	99	120	149	232	170	287	294
Aplf	660	318	602	266	412	273	327	402	558	504	734	782
Apln	518	318	390	94	131	85	96	124	159	282	514	471
Aplnr	94	56	88	11	12	29	1	0	1	3	7	20
Aplp1	489	293	371	112	156	119	128	158	244	245	396	381
Aplp2	7806	3987	7550	3607	3820	3560	2974	3370	6091	5012	6386	7170
Apmap	913	466	650	441	551	337	392	486	652	588	781	699
Apoa1	13	14	21	7	16	10	7	17	15	11	21	16
Apoa1bp	499	374	409	214	260	222	215	251	400	313	457	492
Apoa2	0	0	0	0	0	0	0	0	0	1	0	0
Apoa4	0	0	0	0	0	0	0	0	0	0	0	1
Apoa5	1	1	3	4	2	2	1	3	2	1	4	2
Apob	3	3	0	0	3	1	0	0	2	0	3	0
Apobec1	70	29	42	19	13	24	13	19	20	21	30	33
Apobec2	31	8	23	16	15	7	17	15	32	34	34	55
Apobec3b	240	136	188	78	101	77	108	129	191	148	168	238
Apobec4	1	0	0	0	0	0	0	0	0	1	1	0
Apobr	84	53	99	29	42	26	24	26	45	48	86	69
Apoc1	19	11	19	6	9	2	3	6	5	7	17	17
Apoc2	0	0	2	1	1	0	1	0	2	1	0	1
Apoc3	0	0	0	0	0	2	0	0	0	0	0	0
Apoc4	0	0	0	0	0	0	0	0	2	1	0	1
Apod	29	4	27	8	12	2	11	20	12	17	19	26
Apoe	11333	6425	8213	3283	4494	2914	2237	3315	3927	4885	7146	6772
Apof	0	0	0	0	0	0	0	0	0	0	2	1
Apoh	2	0	0	0	3	0	0	0	1	0	0	0
Apol11a	0	0	0	0	1	1	0	0	0	1	0	0
Apol2	0	0	0	0	0	0	0	0	1	0	0	0
Apol3	16	6	7	3	10	7	3	2	5	0	2	2
Apol9a	42	14	30	15	18	21	16	18	30	28	35	41
Apold1	188	82	185	95	66	66	66	44	115	120	117	153
Apom	30	25	41	14	12	13	22	12	21	30	26	50
Apon	0	0	0	0	0	0	0	0	0	0	0	0
Apoo	146	72	124	73	88	54	60	89	125	114	135	161
Apool	246	125	227	94	141	81	76	117	169	130	206	245
Apopt1	1	0	1	1	2	0	0	2	3	1	1	1
Apopt1-2	1	0	0	0	0	0	0	0	0	0	0	0
App	27751	14224	26056	12865	12164	12600	9536	11369	19880	15656	21396	23033
Appbp2	4923	2247	4576	2384	3253	2137	2073	2721	3933	3225	4417	4638
Appl1	2169	931	1711	889	1452	783	713	1039	1348	1155	1723	1728
Appl2	1389	750	1451	598	1146	590	600	940	1206	790	1593	1518
Aprt	1036	640	800	409	532	415	408	575	777	555	859	974
Aptx	510	237	560	257	343	245	243	291	431	387	550	522
Aqp1	10091	4850	6635	2034	2409	1859	1452	1635	2657	3504	5180	5643
Aqp11	0	4	8	4	9	5	10	17	19	6	7	4
Aqp12a	0	0	0	0	0	0	1	0	0	0	0	0
Aqp2	0	0	0	0	0	0	0	0	0	0	0	0
Aqp3	0	0	0	2	6	2	1	0	1	0	0	4
Aqp4	9	2	4	1	0	0	0	2	2	2	2	1
Aqp5	0	0	0	0	0	0	0	0	0	0	0	0
Aqp6	0	0	0	0	0	0	0	0	1	0	0	0
