Geneid	GSM4081445	GSM4081446	GSM4081447	GSM4081448	GSM4081449	GSM4081450	GSM4081451	GSM4081452	GSM4081453	GSM4081442	GSM4081443	GSM4081444
MIR378F	0	0	0	0	0	0	0	0	0	0	0	0
PNRC2	278	349	290	256	307	385	397	359	323	337	326	301
SRSF10	77	79	79	81	71	102	92	102	79	88	76	68
MYOM3	18	30	17	17	24	20	15	16	7	10	18	15
IL22RA1	6	3	4	9	5	9	17	12	11	7	12	3
IFNLR1	253	282	242	234	249	299	255	267	274	225	225	224
LOC284632	0	0	0	0	0	1	0	0	0	0	1	0
GRHL3	3	5	5	4	5	8	7	4	5	5	3	3
STPG1	425	481	433	394	437	544	533	516	459	533	438	422
NIPAL3	2621	2990	2659	2781	3264	3873	4086	3687	3609	3645	3565	3505
RCAN3AS	2	9	2	3	3	2	2	0	2	0	0	2
RCAN3	619	657	559	539	481	724	819	733	650	687	612	576
LOC100506985	93	100	83	89	57	106	155	148	126	127	105	99
NCMAP	5	9	4	1	3	12	33	17	12	10	20	25
SRRM1	589	589	588	631	822	963	803	776	590	1016	645	606
CLIC4	9507	11130	9501	8239	8552	12020	14272	13325	12509	12148	11371	10927
RUNX3	1	0	1	1	5	3	7	3	4	2	0	4
MIR6731	0	0	0	0	0	0	0	0	0	0	0	0
MIR4425	0	0	0	0	0	0	0	0	0	0	0	0
SYF2	1469	1812	1574	1498	1668	2160	1888	1793	1654	1670	1514	1614
RSRP1	245	268	251	258	377	378	411	329	334	321	316	281
RHD	2	1	1	1	0	0	3	0	1	3	1	2
TMEM50A	2860	3489	2879	2861	2929	4057	3698	3512	3333	3251	3256	3217
RHCE	0	2	2	0	1	5	2	0	0	3	1	1
TMEM57	951	1090	928	960	1016	1340	1131	1028	1025	1042	913	931
LDLRAP1	896	1016	1008	873	920	1123	1229	1139	1161	1065	967	991
MAN1C1	3	1	2	5	4	6	7	5	5	8	8	4
SEPN1	374	341	293	330	423	487	409	329	340	413	344	307
MTFR1L	706	839	711	706	707	1018	907	804	768	775	699	754
LOC646471	23	15	19	23	21	28	25	14	13	27	12	15
AUNIP	579	705	636	566	660	862	730	646	716	600	582	543
PAQR7	726	834	784	673	701	982	689	630	647	550	478	530
STMN1	10585	12087	9681	8735	10122	13581	15444	14201	13380	11736	12028	11686
MIR3917	0	0	0	0	0	0	0	0	0	0	0	0
PAFAH2	375	410	373	371	365	521	448	438	421	415	365	331
EXTL1	11	11	12	15	16	14	8	5	6	2	2	2
SLC30A2	1	2	2	1	1	2	1	2	1	0	2	1
TRIM63	7	5	3	4	3	3	4	4	6	5	5	6
PDIK1L	458	524	476	414	426	566	648	692	626	674	553	582
FAM110D	2	2	1	3	2	4	4	6	1	3	2	3
ZNF593	967	1025	997	1004	1090	1285	891	937	860	803	834	815
CNKSR1	41	50	45	42	56	65	36	42	33	58	38	39
CATSPER4	0	0	0	1	0	1	0	0	0	0	0	1
LOC101928303	0	0	0	0	0	0	0	0	0	0	0	0
CEP85	1510	1748	1633	1584	1715	2118	2195	2185	2141	2101	1922	1827
SH3BGRL3	2875	3042	2722	2952	3299	4025	3623	3488	3240	3243	3134	3032
UBXN11	204	222	199	189	278	242	288	247	250	249	231	241
CD52	1	0	0	0	1	1	4	0	1	3	2	0
AIM1L	57	64	58	48	59	65	108	103	95	92	58	75
ZNF683	0	0	0	0	1	0	0	0	0	0	0	0
LIN28A	2	10	3	1	6	2	4	1	2	2	2	2
DHDDS	1350	1460	1400	1332	1485	1693	1348	1349	1269	1305	1232	1171
LOC101928324	3	2	2	4	4	7	3	4	1	3	1	1
HMGN2	2474	3859	3119	3048	3719	3610	4434	4191	4300	4680	5257	4807
RPS6KA1	1581	1762	1587	1515	1530	1956	1939	1798	1730	1602	1461	1473
MIR1976	1	0	1	0	0	0	0	0	0	0	1	0
ARID1A	611	461	443	513	589	774	580	464	424	831	493	442
PIGV	649	694	609	540	528	792	587	573	501	517	545	480
ZDHHC18	555	579	621	637	702	789	746	684	673	692	667	572
SFN	2345	2467	2404	2069	2239	2512	2164	2136	2062	1842	1608	1591
GPN2	652	686	684	723	688	902	782	730	786	706	675	682
GPATCH3	337	342	349	334	419	498	383	409	397	385	396	368
NR0B2	0	0	0	2	0	2	1	1	0	1	1	0
NUDC	2721	3150	2670	2680	3009	3855	3613	3468	3166	3118	3200	2990
KDF1	5	6	4	3	9	7	0	0	0	0	1	1
TRNP1	2769	2970	2804	2756	2937	3514	2400	2225	2227	1999	1822	1877
FAM46B	708	819	739	707	676	920	497	540	464	414	359	365
SLC9A1	43	50	40	51	88	75	57	62	49	86	55	40
WDTC1	296	290	252	282	336	412	382	332	306	374	335	343
TMEM222	676	830	767	671	743	902	871	763	749	698	672	655
ACTG1P20	54	60	45	72	67	90	58	59	62	66	66	38
SYTL1	21	19	30	29	18	14	48	38	45	37	28	29
MAP3K6	442	490	452	442	528	660	505	428	407	409	343	358
FCN3	0	0	0	1	0	3	0	0	0	0	0	0
CD164L2	0	0	0	0	1	0	0	0	0	1	0	0
GPR3	34	33	44	47	68	61	58	62	51	67	59	47
WASF2	1308	1372	1305	1257	1405	1926	1660	1521	1436	1841	1433	1320
AHDC1	113	85	99	83	122	150	143	107	109	137	118	104
FGR	0	0	0	0	0	1	0	0	0	0	0	0
IFI6	221	259	237	176	182	281	243	226	275	180	188	194
FAM76A	472	571	499	440	471	666	547	530	471	449	455	431
STX12	966	1064	962	897	842	1130	991	976	989	937	900	888
PPP1R8	2299	2639	2413	2304	2515	3097	2770	2676	2537	2533	2384	2332
SCARNA1	5	7	4	8	5	18	18	12	6	6	4	5
THEMIS2	282	309	272	219	215	325	356	315	257	274	246	273
RPA2	2399	2801	2486	2448	2600	3275	3019	2878	2844	2827	2695	2623
SMPDL3B	57	45	58	30	43	63	53	32	41	26	33	21
XKR8	472	480	514	429	414	588	553	470	457	473	395	429
EYA3	453	494	424	484	494	692	583	582	495	680	501	531
PTAFR	4	5	5	16	17	18	15	9	15	16	16	11
DNAJC8	3441	3578	3444	3642	3895	4797	4322	4288	3985	3955	3712	3603
ATPIF1	1623	1913	1619	1456	1753	2181	1976	1909	1749	1746	1767	1645
SESN2	94	85	103	97	133	173	162	146	126	126	124	119
MED18	645	726	617	555	596	786	725	720	674	645	598	613
PHACTR4	348	312	309	259	324	418	383	386	331	451	334	300
SNHG3	1055	1148	1149	1300	1440	1653	1497	1531	1490	1433	1424	1311
RCC1	3312	3797	3549	3759	4269	4906	4399	4393	4174	4186	3715	3744
SNORA73B	3971	4257	3949	4361	4871	5884	4501	3910	3833	4203	4214	3635
TRNAU1AP	992	1165	1051	920	970	1295	1227	1093	1028	978	974	962
SNHG12	366	492	416	812	1092	975	491	461	449	560	527	514
SNORD99	24	36	24	27	37	38	33	37	23	33	27	21
SNORA61	46	64	61	86	122	144	70	66	60	75	87	61
SNORA44	46	38	30	64	130	86	40	36	23	42	57	45
SNORA16A	16	32	21	46	86	57	30	26	36	33	37	28
RAB42	12	13	16	22	12	23	30	19	30	12	10	17
TAF12	119	129	113	143	150	167	121	99	89	95	113	108
RNU11	74	83	74	77	84	107	128	96	85	92	93	64
GMEB1	346	424	403	388	467	526	506	516	504	466	418	411
YTHDF2	3822	4176	3761	3956	4106	4764	4833	3772	4258	3142	4061	3718
OPRD1	0	0	0	2	1	0	0	0	0	0	0	0
EPB41	475	556	530	457	476	673	724	626	595	607	536	492
TMEM200B	545	578	549	530	595	683	771	665	672	630	593	614
SRSF4	1237	1532	1236	1257	1461	1963	1907	1632	1573	1471	1514	1423
MECR	414	487	451	309	343	516	405	433	358	380	344	347
PTPRU	962	1128	962	852	735	1223	758	625	674	558	591	581
LOC101928460	0	0	0	1	0	0	0	0	0	1	0	0
LOC101929406	0	0	0	0	0	0	0	0	0	0	0	0
MATN1	1	2	1	2	1	0	1	1	0	0	2	0
MATN1-AS1	8	13	9	12	21	20	10	8	10	7	14	5
LAPTM5	714	781	749	505	570	858	714	639	577	563	588	550
MIR4420	0	0	0	0	1	1	0	0	0	0	0	0
SDC3	1536	1525	1506	960	1082	1581	1284	1131	1111	1095	976	1020
PUM1	3025	3477	3202	2937	2980	4343	3966	3723	3410	3561	3284	3194
SNORD103A	0	0	0	0	0	0	0	0	0	0	0	0
SNORD103B	0	0	0	0	0	0	0	0	0	0	0	0
SNORD85	1	1	1	4	0	3	3	2	4	2	2	2
NKAIN1	1	5	5	0	5	3	3	8	8	6	10	5
SNRNP40	3676	4175	3787	3771	4202	5063	4933	4681	4683	4297	4140	3919
ZCCHC17	1609	1860	1742	1656	1861	2205	1918	1829	1728	1769	1701	1618
FABP3	36	45	29	31	44	55	42	45	39	41	40	35
SERINC2	1600	1580	1467	1196	1305	1806	1046	913	887	999	853	913
LINC01225	0	0	0	1	1	0	0	0	0	0	1	0
LINC01226	0	0	0	1	1	1	1	2	0	3	0	2
TINAGL1	2852	3133	3062	3826	4195	4613	3009	3024	2897	3397	2920	2979
HCRTR1	0	0	2	1	1	2	0	1	0	1	1	2
PEF1	1780	1967	1900	1760	1846	2367	2040	2014	1910	1819	1781	1713
COL16A1	60	59	66	59	79	92	59	57	57	64	45	53
ADGRB2	34	36	37	32	34	52	49	64	55	65	36	51
MIR4254	0	0	0	0	0	0	0	0	0	0	0	0
SPOCD1	136	155	152	135	179	216	315	286	314	315	270	232
PTP4A2	8817	10104	9341	9060	9440	11918	12834	12709	11932	12212	10897	10570
KHDRBS1	4320	5232	4584	4342	4829	6248	5873	5600	5181	5436	4823	4516
TMEM39B	234	293	249	239	279	343	338	298	302	286	260	285
MIR5585	0	0	0	0	0	0	0	0	0	0	0	0
KPNA6	4139	4477	4100	4209	4561	5838	5411	5107	4699	5288	4670	4383
TXLNA	4555	5104	4773	4778	4855	6090	6058	5794	5496	5606	5118	4892
CCDC28B	89	105	104	73	75	109	116	119	98	91	83	100
IQCC	168	188	181	172	240	243	218	244	214	215	230	216
DCDC2B	44	34	36	43	57	75	57	49	49	55	42	33
TMEM234	155	145	120	117	122	173	152	170	120	139	137	106
EIF3I	10017	11380	10693	10127	11042	13140	10629	10527	10022	9950	9154	8678
MTMR9LP	22	26	25	28	41	30	36	30	33	23	33	17
FAM167B	0	2	1	2	8	4	3	3	3	1	4	1
LCK	3	6	5	7	10	15	47	37	26	24	32	22
HDAC1	4004	4627	4154	3850	4110	5475	6118	5880	5466	5422	5146	5000
MARCKSL1	734	750	663	671	784	982	1302	1180	1088	1171	1062	1062
FAM229A	5	4	9	3	8	4	11	8	5	7	4	9
TSSK3	23	15	13	4	20	29	25	29	21	23	19	18
BSDC1	1359	1481	1412	1350	1445	1839	1766	1603	1598	1558	1477	1498
ZBTB8B	0	0	0	0	2	0	0	0	0	0	1	0
ZBTB8A	482	563	507	472	506	632	650	657	613	590	526	564
ZBTB8OS	794	932	939	878	979	1176	903	889	800	895	789	805
RBBP4	2096	2536	2267	1818	2250	2957	2998	2847	2676	2621	2479	2372
SYNC	98	86	108	64	76	113	66	73	69	49	63	57
KIAA1522	158	157	136	134	181	198	227	198	184	233	184	196
YARS	2290	2659	2245	2407	2761	3363	3222	3093	2881	2730	2675	2653
S100PBP	1243	1529	1377	1181	1085	1610	1493	1353	1277	1355	1266	1192
FNDC5	7	12	13	12	14	15	22	12	17	23	18	13
HPCA	2	3	0	2	1	0	4	1	4	2	0	3
TMEM54	885	999	948	841	916	1000	1018	943	935	860	802	759
RNF19B	463	523	419	558	599	736	702	600	663	608	532	567
AK2	6513	7638	6908	6754	7274	8942	7360	7384	6857	7133	6582	6462
AZIN2	189	206	196	204	200	246	294	251	228	250	212	217
TRIM62	60	44	48	48	51	86	76	80	53	74	45	60
ZNF362	110	103	93	93	78	117	161	114	92	140	114	118
A3GALT2	0	0	1	0	1	0	0	1	0	0	0	0
PHC2	4637	4954	4713	3859	4041	5555	4944	4588	4363	4207	3878	3948
MIR3605	2	8	8	8	3	11	3	5	6	8	6	2
LOC101929464	4	7	7	5	8	8	5	6	14	5	4	5
ZSCAN20	178	211	191	197	177	266	228	206	242	215	174	177
CSMD2	0	1	0	0	0	1	0	0	1	1	1	0
HMGB4	0	0	0	0	0	0	0	0	0	0	0	0
CSMD2-AS1	0	0	0	0	0	0	0	0	0	0	0	0
C1orf94	0	0	0	0	0	0	0	0	0	0	0	0
MIR552	0	0	0	0	0	0	0	0	0	0	0	0
GJB5	0	0	0	0	2	0	0	0	1	0	1	0
GJB4	0	0	1	1	2	2	0	4	1	1	1	2
GJB3	57	64	55	75	69	89	73	77	69	72	65	51
GJA4	0	0	0	0	2	0	0	0	0	0	0	0
SMIM12	2073	2261	2089	2039	2247	2843	2262	2285	2059	2060	1912	1914
DLGAP3	0	0	0	1	0	0	0	0	1	0	0	0
LOC653160	13	11	7	18	13	14	17	13	10	20	16	11
ZMYM6NB	582	682	606	592	632	797	630	596	598	605	516	547
ZMYM6	718	831	670	713	684	1022	885	815	782	721	740	776
ZMYM1	1698	2064	1826	1848	1877	2467	2496	2437	2344	2488	2204	2024
SFPQ	6620	7353	6801	8233	9317	10694	10235	9484	9270	9699	8519	8484
ZMYM4	2967	3320	2943	2784	2918	4147	3689	3379	3096	3438	2957	2948
KIAA0319L	1956	2169	2001	1596	1612	2364	2298	2045	1869	2034	1853	1860
NCDN	614	623	604	708	845	943	667	632	643	663	578	616
TFAP2E	56	66	62	76	99	96	76	60	54	72	60	67
PSMB2	4140	4742	4230	4463	4973	5815	5197	5080	4804	5016	4603	4412
C1orf216	630	733	728	560	559	758	732	675	595	615	539	518
CLSPN	3728	4505	3939	3891	4096	5322	5329	5245	4798	5290	4801	4452
AGO4	343	374	320	204	284	379	452	387	313	323	342	320
AGO1	749	767	745	760	789	1029	1052	960	866	1044	874	749
AGO3	456	510	470	428	481	616	630	563	503	581	488	430
TEKT2	1	1	0	2	0	5	0	2	0	1	0	1
ADPRHL2	1584	1746	1750	1769	1651	2159	1962	1816	1740	1654	1580	1623
COL8A2	13	20	17	9	10	15	11	13	8	8	6	7
TRAPPC3	1895	2243	1924	1936	2110	2663	2261	2262	2218	2191	1936	1985
MAP7D1	1571	1625	1556	1859	2203	2494	2234	2114	2125	2073	1886	1867
THRAP3	6028	6879	6097	5500	5911	8277	7787	7153	6733	6822	6143	5922
SH3D21	105	121	85	116	151	186	136	145	130	128	104	125
EVA1B	22	37	21	32	28	35	37	34	28	34	22	29
STK40	1006	1137	1045	1122	1264	1493	1494	1470	1390	1492	1320	1223
LSM10	501	545	436	436	522	568	546	543	486	534	473	454
OSCP1	79	77	74	45	60	99	62	64	48	47	55	51
MRPS15	2360	2750	2646	2509	2737	3347	2879	2576	2676	2424	2337	2285
CSF3R	0	0	0	1	1	0	0	0	0	0	0	0
GRIK3	0	0	0	0	1	0	0	0	0	0	0	0
MIR4255	0	0	0	0	0	0	0	0	0	0	0	0
LINC01137	87	111	88	84	75	125	46	54	58	49	42	53
ZC3H12A	459	511	500	454	459	647	269	247	215	262	257	233
MIR6732	0	0	1	2	2	0	1	0	2	0	2	1
MEAF6	1683	1863	1681	1488	1508	2046	1389	1328	1288	1215	1154	1172
MIR5581	1	0	1	2	1	1	3	2	0	1	3	0
SNIP1	484	605	488	508	517	702	660	564	541	582	540	513
DNALI1	7	8	8	7	14	16	12	8	16	15	8	10
GNL2	3895	4434	4004	4108	4488	5508	4177	4247	3902	3934	3750	3627
RSPO1	0	0	0	1	1	1	0	0	0	0	0	0
C1orf109	727	842	746	839	954	977	880	836	866	864	760	717
CDCA8	2110	2230	1921	2029	2407	2664	3247	3063	3042	3024	2747	2597
EPHA10	11	18	13	16	23	14	16	7	13	8	19	12
MANEAL	651	673	644	615	640	753	764	635	714	613	528	532
YRDC	1122	1173	1067	1298	1391	1566	1337	1291	1328	1410	1287	1160
C1orf122	1176	1287	1200	1051	1077	1392	1188	1077	997	939	886	890
MTF1	512	575	561	520	546	766	579	538	506	658	502	489
INPP5B	292	315	272	301	270	368	352	317	314	319	307	306
SF3A3	5119	6283	5387	5629	5909	7342	6388	6376	6002	6129	5779	5377
FHL3	86	82	68	79	81	147	79	65	77	96	80	80
UTP11L	1510	1807	1583	1770	1941	2258	1956	1953	1794	1938	1756	1712
POU3F1	0	0	0	1	0	3	0	1	0	2	0	0
MIR3659	0	0	0	0	0	0	0	0	0	0	0	0
LINC01343	0	0	0	0	0	0	0	0	0	0	0	0
RRAGC	992	1048	1019	909	931	1286	1177	1166	1138	1148	952	900
GJA9-MYCBP	0	1	1	4	0	5	4	1	5	2	3	0
MYCBP	0	0	1	0	0	0	0	0	0	0	0	0
GJA9	0	0	0	0	0	0	0	0	0	0	0	0
RHBDL2	7	14	21	14	11	17	21	21	20	26	27	15
AKIRIN1	1815	2147	1820	1816	1903	2516	2616	2497	2365	2305	2091	2172
NDUFS5	3806	4435	4019	3593	4054	5237	4212	3906	3828	3848	3691	3679
MACF1	11313	12286	11088	9903	10644	15543	18622	16839	15240	17526	14596	13186
KIAA0754	1481	1549	1433	1326	1473	2066	2470	2188	2069	2268	1842	1760
BMP8A	9	4	3	0	10	15	7	4	3	4	3	2
PPIEL	1	0	1	2	8	1	0	0	0	2	6	1
PABPC4	3014	3043	2724	3393	3615	4447	3129	2895	2822	3400	2836	2635
LOC101929516	3	9	6	12	5	8	17	7	9	13	14	6
SNORA55	8	4	4	11	5	5	6	6	4	6	3	1
HEYL	31	27	26	28	27	35	33	26	28	25	27	22
NT5C1A	0	0	0	0	0	1	0	0	0	0	0	0
HPCAL4	2	2	1	1	2	1	1	1	1	0	0	1
PPIE	1897	2255	1999	1961	1996	2575	2178	2139	1975	2054	1779	1877
BMP8B	149	165	141	107	117	143	115	121	112	106	78	98
OXCT2	6	6	2	18	18	12	1	8	14	3	4	5
TRIT1	883	1015	861	859	919	1228	1052	952	907	893	884	850
MYCL	16	20	21	30	28	25	18	34	31	35	25	18
MFSD2A	283	368	340	343	400	455	360	342	325	370	307	294
CAP1	21812	25451	23905	20967	22743	28523	25168	24436	21901	20565	19437	20286
PPT1	5170	5763	5178	4749	5096	6637	5781	5357	5307	5264	4902	4572
RLF	2478	2846	2432	2044	2093	3158	3158	2908	2652	2727	2372	2467
TMCO2	0	0	2	4	0	0	0	0	1	1	0	0
ZMPSTE24	5749	7025	6095	5936	6025	8152	6861	6828	6487	6379	5907	5694
COL9A2	81	135	104	81	100	139	176	164	160	131	107	136
SMAP2	575	605	608	577	612	779	543	602	592	569	547	547
ZFP69B	73	110	90	78	89	110	121	95	104	104	80	87
ZFP69	186	215	186	173	160	238	199	208	201	167	169	133
EXO5	478	525	487	494	543	621	642	602	577	624	558	510
ZNF684	118	163	133	144	133	144	185	223	189	169	161	163
RIMS3	65	88	81	59	61	71	116	94	96	74	90	67
NFYC-AS1	33	37	27	21	37	34	28	43	30	32	32	23
NFYC	849	1026	885	832	941	1182	1186	1096	1115	1052	998	947
MIR30E	0	0	0	0	0	0	0	0	0	0	0	0
MIR30C1	0	0	0	0	0	0	0	0	1	0	0	0
KCNQ4	22	17	17	12	18	17	20	17	18	29	17	22
CITED4	9	10	6	8	16	14	21	21	5	11	16	14
CTPS1	3082	3546	3161	3303	3562	4398	3937	3611	3673	3781	3338	3109
SLFNL1-AS1	12	7	7	6	9	18	12	17	12	8	11	9
SLFNL1	3	3	2	0	3	3	5	0	4	3	4	4
SCMH1	499	585	504	475	480	634	549	497	488	492	473	386
FOXO6	8	13	13	22	27	37	53	39	21	47	21	29
EDN2	127	157	128	138	133	192	8	13	17	11	10	14
HIVEP3	123	106	99	107	133	174	132	125	110	150	122	102
GUCA2B	0	0	0	0	0	0	0	0	0	0	0	0
GUCA2A	0	0	0	0	0	0	0	0	0	0	0	0
FOXJ3	1201	1454	1330	1237	1300	1730	1623	1581	1422	1652	1415	1263
RIMKLA	38	55	44	26	42	45	88	49	58	49	56	59
ZMYND12	50	63	59	33	32	66	45	57	41	38	29	48
PPCS	1339	1567	1341	1076	1155	1618	1436	1328	1197	1077	1168	1122
CCDC30	3	3	10	3	12	11	6	7	10	13	6	11
PPIH	1218	1400	1308	1271	1403	1608	1585	1512	1497	1398	1278	1296
YBX1	22157	25877	23770	22660	25064	30592	25946	25058	23872	23008	21678	20781
CLDN19	0	0	0	5	13	3	0	0	1	1	0	1
P3H1	2710	2956	2744	2783	3158	3895	3439	3214	3145	2995	2926	2796
C1orf50	351	369	360	320	376	475	357	348	333	314	303	266
LOC100129924	0	2	2	4	2	7	3	3	2	3	2	2
SVBP	298	374	332	274	324	407	447	403	405	326	354	321
ERMAP	187	202	172	123	133	213	177	164	169	126	151	123
ZNF691	185	214	199	205	204	279	232	184	166	195	195	177
LOC339539	1	1	1	3	3	2	2	0	2	1	0	1
SLC2A1	15161	16681	15600	14221	15761	20059	22095	20485	19339	19790	18142	17794
SLC2A1-AS1	10	19	13	17	9	11	14	15	18	16	10	12
FAM183A	2	5	2	4	7	2	8	7	6	0	5	5
EBNA1BP2	5770	6755	6086	5848	6203	7688	6397	6283	6199	5947	5561	5170
MIR6733	0	0	1	1	2	2	2	1	2	2	0	3
CFAP57	16	17	16	10	18	17	23	22	14	21	10	17
TMEM125	2	2	0	1	2	3	2	1	0	0	0	0
C1orf210	1	0	1	0	0	0	0	0	0	0	0	0
TIE1	6	4	4	1	1	4	7	5	4	4	0	1
MPL	4	10	5	4	4	3	3	5	4	3	7	4
CDC20	7035	7563	6979	7694	8622	9432	8482	8261	8035	7882	7184	6848
ELOVL1	3820	4521	4155	3408	3561	4699	3041	2855	2619	2608	2468	2462
MIR6734	0	0	0	1	0	0	0	0	0	0	1	0
MED8	1590	1778	1439	1560	1694	1958	1826	1651	1594	1576	1558	1509
SZT2	557	568	486	532	553	688	641	577	541	640	510	499
MIR6735	3	3	0	2	1	3	5	1	0	2	0	1
HYI	0	0	0	0	0	0	0	0	0	0	0	0
PTPRF	6181	6788	6386	6444	7325	8810	8001	7691	7413	7325	6173	6127
KDM4A	967	1070	949	927	939	1310	1411	1346	1112	1142	1112	1136
KDM4A-AS1	30	35	43	25	25	44	52	44	44	46	41	39
ST3GAL3	346	448	384	302	396	462	515	470	393	378	362	411
LOC101929592	1	2	1	0	0	0	0	2	1	0	1	1
MIR6079	0	0	0	0	1	0	0	0	0	0	0	0
ARTN	17	28	32	35	46	30	179	181	148	126	121	126
IPO13	837	933	886	840	898	1176	961	907	904	937	850	770
DPH2	1323	1509	1435	1462	1594	1964	1465	1496	1408	1491	1335	1283
ATP6V0B	3404	3886	3676	4027	4517	4915	4331	4104	4207	4381	4018	4050
B4GALT2	1623	1861	1733	1392	1545	2071	1640	1522	1460	1439	1355	1296
CCDC24	149	146	142	120	122	166	133	101	105	112	112	119
SLC6A9	25	35	30	41	37	47	52	58	44	50	48	58
KLF17	15	10	5	9	14	13	10	18	10	15	7	13
DMAP1	360	418	390	376	399	545	503	450	431	434	433	390
ERI3	1660	1917	1777	1618	1721	2286	1824	1737	1653	1710	1553	1454
ERI3-IT1	6	5	2	5	6	16	5	6	6	5	8	11
RNF220	1274	1395	1343	1317	1353	1747	1478	1399	1369	1377	1271	1205
MIR5584	0	0	0	0	0	0	0	0	0	0	0	0
TMEM53	120	150	132	115	106	134	165	134	129	105	122	127
C1orf228	0	1	1	4	1	3	2	4	0	0	1	2
KIF2C	4537	5326	4764	4663	5344	5902	8663	8527	7880	7292	6715	6520
RPS8	19621	22377	20627	19994	22154	26169	22452	21938	21097	20281	19463	18556
SNORD55	30	67	36	59	51	71	40	47	55	49	52	44
SNORD46	62	84	82	87	110	110	110	104	89	97	81	68
SNORD38A	3	9	4	2	4	7	2	3	3	5	4	7
SNORD38B	6	3	4	2	5	7	5	9	7	4	8	8
BEST4	1	2	1	4	5	3	2	3	0	0	2	0
PLK3	125	164	153	142	215	211	169	165	143	189	158	155
TCTEX1D4	5	11	6	6	9	10	11	8	8	8	7	3
BTBD19	4	1	1	10	13	8	1	3	1	3	4	0
PTCH2	135	171	166	184	166	226	254	245	233	230	194	219
EIF2B3	2127	2414	2211	2270	2286	3015	2348	2269	2183	2156	2065	1957
HECTD3	692	653	635	672	725	913	743	676	632	733	618	623
UROD	3414	3839	3705	3535	3589	4518	4080	3816	3597	3588	3379	3304
ZSWIM5	24	28	24	28	29	37	55	47	57	39	29	24
LINC01144	5	11	6	5	4	8	6	2	7	7	1	5
HPDL	2	3	1	2	3	2	5	2	2	1	5	4
MUTYH	320	313	328	323	392	440	358	366	304	360	294	321
TOE1	749	940	819	860	878	1101	1046	885	959	937	855	854
TESK2	88	90	73	114	99	142	176	151	135	128	129	150
CCDC163P	31	59	50	51	59	77	80	75	75	56	54	70
MMACHC	476	578	482	430	541	657	546	538	505	497	447	460
PRDX1	17416	20130	18640	17400	18072	23328	21481	20290	19561	19758	18045	17586
AKR1A1	2105	2329	2233	1891	1977	2575	2423	2284	2071	2077	1851	1845
NASP	2842	3426	2946	3001	3280	4352	4116	3869	3509	3650	3501	3357
CCDC17	26	17	20	16	32	26	33	32	17	29	24	25
GPBP1L1	3757	4575	3975	3905	4050	5461	5193	4798	4472	4472	4247	4107
RPS15AP10	3	6	4	6	6	10	5	6	8	6	4	1
TMEM69	1501	1610	1455	1451	1589	1963	1711	1609	1509	1598	1573	1417
IPP	351	407	351	292	312	416	363	350	316	355	298	309
MAST2	1194	1226	1182	1232	1334	1547	1488	1354	1298	1476	1275	1209
PIK3R3	490	544	519	410	413	603	684	601	596	570	527	435
LOC101929626	2	0	1	1	2	1	2	0	0	0	1	1
TSPAN1	127	186	126	91	133	162	269	208	207	195	193	169
POMGNT1	2824	3144	2836	2813	2966	3713	3131	2942	2761	2830	2618	2615
LURAP1	2	1	1	1	0	4	2	0	2	0	1	0
RAD54L	321	333	286	303	335	390	455	407	472	450	375	350
LRRC41	1566	1663	1682	1719	1717	2201	1921	1727	1672	1653	1449	1458
UQCRH	3473	4063	3485	3671	4046	4816	4043	5025	3962	4455	3363	3291
NSUN4	853	949	818	790	731	1113	896	919	844	883	768	673
FAAH	13	8	9	13	7	18	13	11	12	13	12	13
FAAHP1	7	4	15	9	9	11	7	7	7	4	11	5
LINC01398	1	2	0	0	1	0	0	1	0	3	0	1
DMBX1	1	0	0	0	1	2	0	0	0	1	2	0
MKNK1-AS1	8	3	6	6	4	5	14	3	5	12	12	10
KNCN	0	0	0	0	1	0	0	0	0	0	1	0
MKNK1	687	858	790	759	822	976	849	738	802	744	750	738
MOB3C	177	207	196	158	183	253	221	184	164	171	159	175
ATPAF1	1074	1182	1130	996	1059	1383	1313	1245	1190	1109	1060	1006
TEX38	0	0	0	0	1	0	0	0	1	0	0	0
EFCAB14-AS1	2	2	2	3	3	2	2	2	3	3	0	3
EFCAB14	2021	2079	2043	1910	2044	2687	2419	2254	2132	2631	2068	2015
CYP4B1	0	2	0	0	1	0	0	0	0	0	0	0
CYP4Z2P	0	0	0	0	0	0	0	0	0	0	0	0
CYP4A11	0	0	1	0	0	0	0	0	0	0	0	0
CYP4X1	1	0	2	0	1	0	0	2	0	1	0	0
CYP4Z1	0	0	0	0	0	0	0	0	0	1	0	0
CYP4A22	0	0	0	1	0	0	0	0	0	0	0	0
LINC00853	6	3	7	3	4	2	1	2	2	6	1	0
PDZK1IP1	40	53	51	20	29	50	37	35	32	21	24	36
TAL1	1	0	0	1	3	2	0	0	1	0	0	0
STIL	2119	2300	2133	2007	2207	2666	3075	3025	2840	3109	2634	2553
CMPK1	6793	7929	6790	6466	6928	9189	8605	8228	7841	7936	7102	6879
LINC01389	4	3	6	6	2	10	6	7	7	4	5	3
FOXE3	0	0	0	0	0	1	1	1	0	0	0	0
FOXD2-AS1	11	15	15	10	20	19	19	15	12	28	8	15
FOXD2	30	27	25	25	24	39	26	29	33	36	20	23
TRABD2B	0	0	0	0	0	1	0	0	1	0	1	0
SKINTL	0	0	0	0	0	0	0	0	0	0	0	0
